full_name,default_branch,forks,watchers,topics,created_at
open-mmlab__mmdetection,main,9099,27087,"['cascade-rcnn', 'convnext', 'detr', 'fast-rcnn', 'faster-rcnn', 'glip', 'grounding-dino', 'instance-segmentation', 'mask-rcnn', 'object-detection', 'panoptic-segmentation', 'pytorch', 'retinanet', 'rtmdet', 'semisupervised-learning', 'ssd', 'swin-transformer', 'transformer', 'vision-transformer', 'yolo']",2018-08-22T07:06:06Z
L0SG__relational-rnn-pytorch,master,35,245,"['deep-learning', 'deepmind', 'language-model', 'language-modeling', 'pytorch', 'recurrent-neural-networks', 'self-attention', 'transformer', 'word-language-model']",2018-08-21T07:57:41Z
speedcell4__torch-attention,master,0,0,"['attention-mechanism', 'deep-learning', 'pytorch', 'transformer', 'universal-transformer']",2018-08-17T09:43:55Z
shmpanski__transformer-summarization,master,5,21,"['nlp', 'pytorch', 'summarization']",2018-08-26T07:55:09Z
threelittlemonkeys__transformer-pytorch,master,2,13,[],2018-08-27T01:56:59Z
denizetkar__transformer_models,master,2,0,"['machine-translation', 'pytorch', 'seq2seq', 'tensorflow', 'transformer-models']",2018-08-28T11:25:21Z
zhiqwang__sightseq,master,35,122,"['attention', 'crnn', 'ctc', 'densenet', 'faster-rcnn', 'image-captioning', 'mobilenet', 'object-detection', 'ocr', 'pytorch', 'scene-texts', 'text-recognition', 'transformer']",2018-09-11T01:25:31Z
dreamgonfly__transformer-pytorch,master,28,98,"['deep-learning', 'machine-translation', 'natural-language-processing']",2018-09-22T02:43:29Z
tangbinh__machine-translation,master,19,53,"['attention-is-all-you-need', 'fairseq', 'machine-translation', 'pytorch', 'seq2seq', 'sequence-to-sequence', 'transformer']",2018-09-13T15:42:07Z
rdspring1__Count-Sketch-Optimizers,master,13,26,"['adagrad', 'adam-optimizer', 'count-min-sketch', 'count-sketch', 'deep-learning', 'hashing', 'imagenet', 'language-model', 'neural-network', 'pytorch', 'sgd-momentum', 'sgd-optimizer', 'transformer']",2018-09-15T20:14:49Z
lordzuko__Transformer-Stance-Detection,master,1,3,"['deep-learning', 'implementation', 'python', 'pytorch', 'stance-detection', 'transformer-encoder']",2018-09-19T10:03:09Z
sethah__pytorch-transformer,master,0,0,[],2018-09-24T21:45:02Z
rlaboulaye__transformer,master,0,0,[],2018-09-21T19:09:15Z
yzhangcs__parser,main,136,804,"['constituency-parsing', 'dependency-parsing', 'pytorch', 'semantic-dependency-parsing', 'semiring', 'state-of-the-art', 'structured-prediction', 'transformers']",2018-10-08T11:49:19Z
akurniawan__pytorch-transformer-lm,master,3,2,[],2018-09-29T00:47:18Z
zfang__pytorch-openai-transformer-lm,master,0,1,[],2018-09-28T04:43:17Z
codertimo__BERT-pytorch,master,1255,5883,"['bert', 'language-model', 'nlp', 'pytorch', 'transformer']",2018-10-15T12:58:15Z
andreamad8__Universal-Transformer-Pytorch,master,31,244,"['pytorch', 'universal-transformer']",2018-10-23T05:20:51Z
hbahadirsahin__nlp-experiments-in-pytorch,master,8,37,"['charcnn', 'conditional-random-fields', 'conv-deconv', 'english-language', 'fasttext-embeddings', 'named-entity-recognition', 'ner', 'nlp', 'padam', 'pytorch', 'text', 'text-categorization', 'text-classification', 'text-classifier', 'textcnn', 'torchtext', 'transformer', 'turkish-language', 'vdcnn']",2018-10-18T19:30:12Z
jensjepsen__imdb-transformer,master,6,36,"['imdb', 'nlp', 'pytorch', 'transformer']",2018-10-25T18:22:57Z
ppriyank__Deep-neural-network-for-traffic-sign-recognition-systems,master,4,16,"['pytorch', 'sota', 'spatial-transformer-network', 'traffic-sign-classification']",2018-10-26T08:01:27Z
LoicGrobol__pytorch-transformer,master,0,4,[],2018-10-21T14:26:21Z
Shikhar97__Google-dragon,master,0,1,"['dino-game', 'python', 'pytorch', 'resnet', 'swintransformer']",2018-10-18T16:39:12Z
huggingface__transformers,main,23941,120648,"['bert', 'deep-learning', 'flax', 'hacktoberfest', 'jax', 'language-model', 'language-models', 'machine-learning', 'model-hub', 'natural-language-processing', 'nlp', 'nlp-library', 'pretrained-models', 'python', 'pytorch', 'pytorch-transformers', 'seq2seq', 'speech-recognition', 'tensorflow', 'transformer']",2018-10-29T13:56:00Z
phohenecker__pytorch-transformer,master,10,58,"['attention-is-all-you-need', 'deep-learning', 'python3', 'pytorch']",2018-10-31T14:01:58Z
TropComplique__set-transformer,master,3,20,"['pytorch', 'transformer']",2018-11-03T13:32:05Z
kaituoxu__Speech-Transformer,master,194,751,"['asr', 'attention', 'attention-is-all-you-need', 'end-to-end', 'pytorch', 'self-attention', 'transformer']",2018-11-22T10:53:01Z
AnubhavGupta3377__Text-Classification-Models-Pytorch,master,136,482,"['attention', 'classification', 'convolutional-neural-networks', 'deep-learning', 'fasttext', 'nlp', 'pytorch', 'rcnn', 'recurrent-neural-networks', 'seq2seq', 'transformer']",2018-11-25T11:29:48Z
kamenbliznashki__spatial_transformer,master,9,32,[],2018-11-25T15:28:38Z
alphadl__Neural-Machine-Translation,master,7,30,"['neural-machine-translation', 'nmt-alphadl', 'pytorch-implmention', 'seq2seq-model', 'tensorflow-implemention', 'transformer', 'translation']",2018-11-19T10:22:00Z
badbubble__Transformer-Pytorch,master,1,3,"['pytorch', 'transformer']",2018-11-13T07:26:03Z
kotu931226__classifier_transformer_pytorch,master,0,1,[],2018-11-21T06:05:25Z
DRSY__Transformer,master,0,1,"['deeplearning', 'nlp', 'transformer']",2018-11-26T11:58:36Z
p-null__pytorch-openai-transformer_clas,master,0,0,[],2018-11-16T21:33:38Z
benedekrozemberczki__SGCN,master,62,264,"['deep-learning', 'deepwalk', 'gcn', 'gpt2', 'gpt3', 'graph-attention', 'graph-convolution', 'graph-embedding', 'graph-neural-networks', 'graphsage', 'machine-learning', 'network-embedding', 'neural-network', 'node-classification', 'node2vec', 'pytorch', 'pytorch-geometric', 'sgcn', 'signed-network', 'transformer']",2018-12-07T01:22:50Z
catqaq__OpenTextClassification,master,17,158,"['bert', 'bert-text-classification', 'chinese-text-classification', 'dpcnn', 'ernie', 'gru', 'lstm', 'multi-label-classification', 'naive-bayes', 'pytorch', 'svm', 'text-classification', 'textcnn', 'textrnn', 'torchtext', 'transformers']",2018-12-07T05:52:45Z
silverbulletmdc__transformer.pytorch,master,0,0,[],2018-12-13T09:07:57Z
jessevig__bertviz,master,739,6171,"['bert', 'gpt2', 'machine-learning', 'natural-language-processing', 'neural-network', 'nlp', 'pytorch', 'roberta', 'transformer', 'transformers', 'visualization']",2018-12-16T16:50:42Z
CyanYoung__english_chinese_translate_2,master,1,5,"['machine-translation', 'pytorch', 'seq2seq', 'transformer']",2018-12-24T07:57:57Z
cdqa-suite__cdQA,master,193,611,"['artificial-intelligence', 'bert', 'deep-learning', 'information-retrieval', 'natural-language-processing', 'nlp', 'pytorch', 'question-answering', 'reading-comprehension', 'transformers']",2019-01-14T10:51:31Z
lemonhu__NER-BERT-pytorch,master,113,419,"['chinese-ner', 'entity-extraction', 'google-bert', 'information-extraction', 'msra', 'named-entity-recognition', 'ner', 'pytorch', 'transformer']",2019-01-04T08:13:41Z
tunz__transformer-pytorch,master,91,411,"['pytorch', 'transformer']",2019-01-08T08:01:17Z
hfxunlp__transformer,master,9,63,"['attention-is-all-you-need', 'average-attention-network', 'average-models', 'beam-search', 'context-aware-nmt', 'dynamic-batch-size', 'dynamic-sentence-sampling', 'ensemble', 'multi-gpu', 'multilingual-nmt', 'natural-language-processing', 'neural-machine-translation', 'optimizers', 'python3', 'pytorch', 'relative-position', 'robust-neural-machine-translation', 'sentential-context', 'seq2seq', 'transformer']",2019-01-11T08:04:15Z
konstantinosKokos__Transformers,master,7,20,"['pytorch', 'seq2seq', 'transformer']",2019-01-07T13:00:22Z
spallas__quora-qp,master,0,5,"['data-mining', 'lsh', 'nlp', 'pytorch', 'pytorch-transformers', 'tensorflow', 'transformer', 'universal-sentence-encoder']",2018-12-31T09:22:16Z
CyanYoung__chinese_intent_classify_4,master,0,2,"['pytorch', 'text-classification', 'transformer']",2019-01-15T07:38:02Z
benedekrozemberczki__GraphWaveletNeuralNetwork,master,118,554,"['convolutional-neural-networks', 'deep-learning', 'deepwalk', 'gcn', 'gpt2', 'gpt3', 'graph-convolution', 'graph-convolutional-network', 'graph-neural-networks', 'graph-representation', 'graphsage', 'gwnn', 'iclr', 'machine-learning', 'node2vec', 'pytorch', 'research', 'sklearn', 'tensorflow', 'transformer']",2019-01-18T18:33:55Z
vliu15__dialogue-seq2seq,master,11,33,"['argument-mining', 'nlg', 'nlp', 'pytorch', 'seq2seq', 'transformer']",2019-01-28T19:25:08Z
heartcored98__transformer_anatomy,master,4,14,"['attention-head', 'interpretability', 'interpretable-deep-learning', 'transformer-encoder']",2019-01-22T15:41:03Z
CyanYoung__chinese_article_generate_2,master,1,1,"['language-model', 'pytorch', 'text-generation', 'transformer']",2019-01-27T07:17:49Z
huggingface__pytorch-image-models,main,4495,28799,"['augmix', 'convnext', 'distributed-training', 'dual-path-networks', 'efficientnet', 'image-classification', 'imagenet', 'maxvit', 'mixnet', 'mobile-deep-learning', 'mobilenet-v2', 'mobilenetv3', 'nfnets', 'normalization-free-training', 'pretrained-models', 'pretrained-weights', 'pytorch', 'randaugment', 'resnet', 'vision-transformer-models']",2019-02-02T05:51:12Z
lonePatient__Bert-Multi-Label-Text-Classification,master,203,823,"['albert', 'bert', 'fine-tuning', 'multi-label-classification', 'nlp', 'pytorch', 'pytorch-implmention', 'text-classification', 'transformers', 'xlnet']",2019-02-10T15:19:42Z
cotitan__textsum-transformer,master,0,11,[],2019-02-01T13:14:22Z
marvinzh__transformer,master,0,0,[],2019-02-11T10:41:01Z
CyberZHG__torch-transformer,master,0,1,"['nmt', 'pytorch', 'transformer']",2019-02-22T03:26:02Z
CyanYoung__chinese_intent_match_6,master,0,1,"['pytorch', 'text-similarity', 'transformer']",2019-02-27T12:10:29Z
CyanYoung__chinese_entity_recognize_5,master,0,1,"['named-entity-recognition', 'pytorch', 'sequence-labeling', 'transformer']",2019-02-27T12:15:56Z
soobinseo__Transformer-TTS,master,132,623,"['attention-mechanism', 'attention-plots', 'deep-learning', 'pytorch', 'pytorch-implementation', 'text-to-speech', 'transformer', 'tts']",2019-03-20T01:57:38Z
gentaiscool__end2end-asr-pytorch,master,62,284,"['asr', 'end-to-end', 'pytorch', 'speech', 'speech-recognition', 'transformer']",2019-03-05T18:05:16Z
hyperion-ml__hyperion,master,17,61,"['adversarial-attacks', 'calibration', 'cifar', 'conformer', 'efficientnet', 'mnist', 'nist-sre', 'plda', 'pytorch', 'resnet', 'speaker-recognition', 'sre19-av', 'sre19-cts', 'sre20-cts', 'sre21', 'transformer', 'vae', 'voxceleb', 'vq-vae', 'x-vectors']",2019-03-12T18:40:19Z
daiquocnguyen__Walk-Transformer,master,7,38,"['graph-embeddings', 'graph-neural-networks', 'inductive-node-embeddings', 'node-classification', 'node-embeddings', 'pytorch-implementation', 'random-walk', 'self-attention', 'transformer', 'unsupervised-node-embedding']",2019-03-06T06:22:36Z
siat-nlp__transformer-pytorch,master,1,15,[],2019-03-17T13:51:40Z
many-facedgod__BERT-PyTorch,master,0,2,"['attention', 'bert', 'self-attention', 'transformers']",2019-03-18T18:56:55Z
Andrew03__transformer-abstractive-summarization,master,14,71,"['deep-learning', 'document-summarization', 'pytorch', 'pytorch-nlp']",2019-03-31T09:10:46Z
simonjisu__annotated-transformer-kr,master,2,15,"['pytorch', 'transformer']",2019-03-29T14:35:05Z
tnq177__witwicky,master,4,22,"['attention-is-all-you-need', 'machine-translation', 'pytorch', 'transformer']",2019-04-10T15:59:39Z
ppriyank__Bert-Coref-Resolution-Lee-,master,7,22,"['bert', 'coreference-resolution', 'pytorch', 'tensorflow', 'transformer']",2019-04-15T21:40:08Z
AaronCCWong__transformer-network-with-back-translation,master,0,1,"['back-translation', 'deep-learning', 'nlp', 'pytorch', 'transformer-network', 'translation']",2019-04-19T00:21:52Z
mkfold__salka,master,0,0,"['analytics', 'anomaly-detection', 'deep-learning', 'machine-learning', 'network-monitoring', 'network-security', 'pytorch', 'recurrent-neural-network', 'transformer']",2019-05-05T03:00:01Z
daiquocnguyen__R-MeN,master,14,78,"['knowledge-graph', 'knowledge-graph-embeddings', 'knowledge-graph-transformer', 'relational-memory', 'search-personalization', 'self-attention', 'transformer', 'triple-classification']",2019-05-23T16:10:54Z
ab3llini__Transformer-VQA,master,0,1,"['gpt-2', 'pytorch', 'transformers', 'vggnet', 'vqa']",2019-05-20T10:02:40Z
gcwl__pytorch-transformers,master,0,0,[],2019-05-20T12:57:29Z
prrao87__fine-grained-sentiment,master,72,162,"['fasttext', 'flair', 'nlp', 'python', 'pytorch', 'sentiment-analysis', 'text-classification', 'transformers']",2019-06-04T00:05:11Z
SUDA-LA__sa-parser,master,5,14,"['biaffine', 'dependency-parsing', 'pytorch', 'self-attention', 'transformer']",2019-06-01T12:33:22Z
fakerbrother__transformer-pytorch,master,0,1,[],2019-06-02T02:25:36Z
laohur__ContextTransformer,master,0,1,"['nlp', 'python', 'pytorch', 'transformer']",2019-06-07T16:32:47Z
davda54__pytorch-transformer-lemmatization,master,0,2,[],2019-06-10T20:40:29Z
enhuiz__transformer-pytorch,master,3,1,[],2019-06-21T08:40:53Z
DSE-MSU__R-transformer,master,38,222,[],2019-07-10T08:55:25Z
bmccann__pytorch-xla-transformer-language-model,master,2,1,[],2019-06-27T22:59:37Z
hyxz__transformer_model,master,0,1,[],2019-07-05T11:08:06Z
anirudharc__transformer,master,0,0,[],2019-07-01T21:32:18Z
explosion__spacy-transformers,master,158,1308,"['bert', 'google', 'gpt-2', 'huggingface', 'language-model', 'machine-learning', 'natural-language-processing', 'natural-language-understanding', 'nlp', 'openai', 'pytorch', 'pytorch-model', 'spacy', 'spacy-extension', 'spacy-pipeline', 'transfer-learning', 'xlnet']",2019-07-26T19:12:34Z
subho406__OmniNet,master,61,508,"['artificial-intelligence', 'deep-learning', 'image-captioning', 'machine-learning', 'multimodal-learning', 'multitask-learning', 'neural-network', 'nlp', 'transformer', 'video-recognition']",2019-07-17T20:20:20Z
weizhepei__BERT-NER,master,26,129,"['bert-ner', 'chinese-ner', 'conll-2003', 'msra', 'named-entity-recognition', 'pytorch', 'seq2seq', 'transformers']",2019-07-23T08:55:10Z
guocheng18__Transformer-Encoder,master,6,46,"['easy-to-use', 'encoder', 'pytorch', 'transformer']",2019-07-23T02:06:12Z
auscenery__transformer_pytorch,master,0,6,[],2019-07-11T02:49:21Z
universome__transformer-lm,master,0,1,"['language-model', 'pytorch', 'transformer']",2019-07-17T18:54:49Z
shiningliang__Dynamic-Memory-Networks-PlusPlus,master,1,1,"['dynamic-memory-network', 'pytorch', 'transformer']",2019-07-20T03:15:14Z
jiajunhua__pytorch-transformers,master,0,0,[],2019-07-17T13:48:36Z
wabluy__transformer-pytorch-0.4,master,0,0,[],2019-07-12T06:19:49Z
daiquocnguyen__Graph-Transformer,master,76,597,"['graph-classification', 'graph-deep-learning', 'graph-embeddings', 'graph-machine-learning', 'graph-neural-networks', 'graph-representation-learning', 'graph-transformer', 'node-embeddings', 'self-attention', 'text-classification', 'transformer', 'transformer-models']",2019-08-03T06:27:08Z
Hsankesara__VoxelMorph-PyTorch,master,26,108,"['cvpr2018', 'deformable-image-registration', 'ieeetran', 'image-registration', 'pytorch', 'spatial-transformer-networks', 'voxel-morph']",2019-08-08T09:24:27Z
eagle705__pytorch-transformer-chatbot,master,11,48,"['chatbot', 'chitchat', 'korean-nlp', 'pytorch', 'pytorch-nlp', 'pytorch-transformer-chatbot', 'seq2seq', 'text-generation', 'transformer', 'transformer-api']",2019-08-10T03:42:38Z
YongWookHa__BERT-on-Pytorch-Template,master,0,2,"['bert', 'bert-model', 'korean-bert', 'korean-nlp', 'pytorch', 'pytorch-implementation', 'pytorch-template', 'transformer']",2019-08-05T00:36:36Z
patelrajnath__dl4nlp-py,master,0,2,"['cnn', 'deep-learning', 'gru', 'lstm', 'ner', 'pytorch', 'rnn', 'tagging', 'transformer']",2019-07-28T13:58:47Z
tm4roon__pytorch-transformer,master,0,0,"['attention', 'machine-translation', 'nlp-machine-learning', 'pytorch', 'pytorch-implementation', 'transformer']",2019-07-29T07:01:09Z
hokkaido__mas,master,0,0,"['cnn-dm', 'fairseq', 'named-entity-recognition', 'nlp', 'pytorch', 'seq2seq', 'summarization', 'text-summarization', 'transfer-learning', 'transformers', 'xsum']",2019-08-04T17:42:38Z
AIStream-Peelout__flow-forecast,master,272,1797,"['anomaly-detection', 'deep-learning', 'deep-neural-networks', 'forecasting', 'hacktoberfest', 'lstm', 'pytorch', 'state-of-the-art-models', 'time-series', 'time-series-analysis', 'time-series-forecasting', 'time-series-regression', 'transfer-learning', 'transformer']",2019-08-15T17:02:09Z
pbloem__former,master,160,952,"['machine-learning', 'pytorch', 'transformer']",2019-08-15T09:04:24Z
ppriyank__Video-Action-Transformer-Network-Pytorch-,master,22,134,"['actionrecognition', 'pytorch', 'pytorch-transformers', 'tensorflow-transformer', 'transformer', 'video', 'videotransformer']",2019-08-12T18:08:22Z
sahajgarg__image_transformer,master,32,115,[],2019-08-20T23:10:09Z
davide-belli__generative-graph-transformer,master,15,63,[],2019-08-21T09:58:53Z
lucylow__En_francais_si_vous_plait-,master,1,6,"['attention', 'attention-is-all-you-need', 'attention-model', 'cnn', 'convolutional-neural-network', 'fairseq', 'french', 'french-english', 'french-nlp', 'language-translation-service', 'machine-learning', 'neural-networks', 'pytorch', 'sequence-models', 'sequence-to-sequence', 'transformer-encoder', 'translation', 'wmt-14']",2019-08-22T11:05:17Z
ardellelee__pytorch-transformers,master,0,2,[],2019-08-20T03:25:40Z
elhamdolatabadi__pytorch-transformers,master,0,0,[],2019-08-16T16:10:27Z
microsoft__DialoGPT,master,341,2297,"['data-processing', 'dialogpt', 'dialogue', 'gpt-2', 'machine-learning', 'pytorch', 'text-data', 'text-generation', 'transformer']",2019-08-29T21:07:46Z
Separius__CudaRelativeAttention,master,4,42,"['attention', 'cuda', 'pytorch', 'relative-embedding', 'transformer', 'transformer-xl']",2019-09-01T14:58:56Z
fredriko__bert-tensorflow-pytorch-spacy-conversion,master,1,27,"['bert', 'bert-model', 'how-to', 'keras', 'nlp', 'pytorch-transformers', 'spacy', 'spacy-models', 'spacy-nlp', 'spacy-package', 'spacy-pytorch-transformers', 'tensorflow']",2019-09-03T19:57:55Z
minhnq97__pytorch-transformer-text-classification,master,1,7,[],2019-09-05T10:42:39Z
gmftbyGMFTBY__MultiTurnDialogZoo,master,25,162,"['attention', 'baselines', 'chatbot', 'dailydialog', 'dshred', 'gat', 'gcn', 'hran', 'hred', 'hred-attn', 'kgcvae', 'multi-head', 'recosa', 'self-attention', 'seq2seq', 'transformer', 'utterance-level-attention', 'vhred', 'word-level-attention', 'wseq']",2019-09-18T02:23:17Z
Huffon__pytorch-transformer-kor-eng,master,23,58,"['deep-learning', 'natural-language-processing', 'pytorch', 'sequence-to-sequence', 'torchtext', 'transformer-pytorch']",2019-09-26T16:05:59Z
walkacross__transformer-pytorch,master,0,1,"['attention-is-all-you-need', 'bert', 'nlp', 'pytorch', 'transformer']",2019-09-16T09:16:34Z
allegro__allRank,master,108,769,"['click-model', 'deep-learning', 'information-retrieval', 'learning-to-rank', 'machine-learning', 'ndcg', 'python', 'pytorch', 'ranking', 'transformer']",2019-10-10T13:39:33Z
krasserm__fairseq-image-captioning,master,55,309,"['fairseq', 'image-captioning', 'pytorch', 'transformer']",2019-10-13T08:48:20Z
cyk1337__Transformer-in-PyTorch,master,7,23,"['multi-head-self-attention', 'self-attention', 'transformer-variants', 'transformers']",2019-09-29T12:18:12Z
gorjanradevski__cross_modal_full_transfer,master,1,3,"['bert-model', 'cross-modal-retrieval', 'efficientnet', 'efficientnet-pytorch', 'image-text-search', 'multimodal-deep-learning', 'python', 'pytorch', 'transformers-library']",2019-10-10T14:38:19Z
drr3d__id-pytorch-transformers,master,0,2,[],2019-10-14T12:46:47Z
dinhthangbkhn__spatial_transformer_network,master,0,0,[],2019-10-03T15:24:38Z
hyunwoongko__transformer,master,311,1824,"['attention', 'dataset', 'pytorch', 'transformer']",2019-10-15T10:36:00Z
sooftware__kospeech,latest,192,559,"['asr', 'attention-is-all-you-need', 'conformer', 'e2e-asr', 'end-to-end', 'jasper', 'korean-speech', 'ksponspeech', 'las', 'las-models', 'pytorch', 'seq2seq', 'speech-recognition', 'transformer']",2019-10-30T08:43:28Z
sebastian-hofstaetter__matchmaker,master,30,251,"['dpr', 'efficiency', 'explainability', 'knowledge-distillation', 'neural-ir', 'neural-ranking', 'pytorch', 'transformer']",2019-10-30T12:17:03Z
tnq177__transformers_without_tears,master,17,128,"['attention-is-all-you-need', 'machine-translation', 'pytorch', 'transformer']",2019-10-15T03:59:38Z
sobamchan__pytorch-lightning-transformers,master,6,42,[],2019-10-18T09:10:50Z
deepset-ai__haystack,main,1551,12759,"['ai', 'bert', 'chatgpt', 'generative-ai', 'gpt-3', 'information-retrieval', 'language-model', 'large-language-models', 'machine-learning', 'nlp', 'python', 'pytorch', 'question-answering', 'semantic-search', 'squad', 'summarization', 'transformers']",2019-11-14T09:05:28Z
monologg__JointBERT,master,174,587,"['bert', 'intent-classification', 'joint-bert', 'pytorch', 'slot-filling', 'slu', 'transformers']",2019-11-14T15:48:12Z
andrewpeng02__transformer-translation,master,16,75,[],2019-11-10T20:09:14Z
hinesboy__transformer-simple,master,15,53,"['attention', 'attention-mechanism', 'pytorch', 'tranlation', 'transformer']",2019-10-31T12:38:43Z
dsindex__iclassifier,master,15,45,"['bert', 'cnn', 'densenet', 'dsa', 'glove', 'intent-classification', 'onnx', 'onnxruntime', 'optimization', 'pruning', 'pytorch', 'quantization', 'sentence-classification', 'snips', 'sst', 'transformers']",2019-11-12T08:53:29Z
hsd1503__transformer1d,master,6,26,[],2019-11-03T00:38:02Z
suvojit-0x55aa__3DMMasSTN-Pytorch,master,2,25,"['3d-morphable-face-model', '3d-morphable-models', 'basel-face-model', 'computer-vision', 'convolutional-neural-network', 'deep-learning', 'deep-neural-networks', 'face', 'machine-learning', 'pytorch', 'pytorch-implementation', 'siamese-network', 'spatial-transformer-networks', 'stn', 'vgg-face']",2019-11-11T06:47:34Z
focox__pytorch-transformers-master,master,0,0,[],2019-11-02T01:57:25Z
tsupei__transformer-tutorial,master,0,0,"['python', 'pytorch', 'transformers']",2019-11-12T03:10:10Z
