full_name,default_branch,forks,watchers,topics,created_at
znxlwm__pytorch-pix2pix,master,29,112,"['cgan', 'conditional-gan', 'gan', 'generative-adversarial-networks', 'generative-model', 'image-translation', 'pix2pix', 'pytorch', 'unet']",2017-08-10T04:18:31Z
giannisnik__cnn-graph-classification,master,20,89,"['convolutional-neural-networks', 'graph-classification', 'graph-kernels']",2017-08-17T15:41:57Z
hernanbari__pylissom,master,1,7,"['brain', 'lateral-connections', 'lissom', 'self-organizing-map', 'som', 'topographica', 'v1', 'visualcortex']",2017-08-14T20:50:17Z
AloneGu__amira_image_cls_pytorch,master,0,0,[],2017-08-14T01:51:30Z
jtoy__overfit_image_pytorch,master,1,0,[],2017-08-07T02:45:02Z
IEavan__Kaggle-MNIST,master,0,0,"['image-recognition', 'kaggle', 'kaggle-competition', 'mnist', 'pytorch']",2017-08-11T14:59:59Z
chenyuntc__pytorch-best-practice,master,226,716,"['image-classification', 'pytorch', 'visdom']",2017-09-03T13:13:30Z
wangqingbaidu__Dr.Sure,master,128,413,"['computer-vision', 'datasets', 'image-video-understanding', 'tensorflow', 'tensorflow-examples', 'tensorflow-tutorials']",2017-09-01T02:04:11Z
inejc__paragraph-vectors,master,75,398,"['deep-learning', 'doc2vec', 'machine-learning', 'neural-networks', 'nlp', 'pytorch', 'unsupervised-learning']",2017-09-02T14:50:43Z
sshuair__torchsat,master,48,376,"['classification', 'data-augmentation', 'deep-learning', 'pytorch', 'remote-sensing', 'satellite', 'satellite-imagery', 'semantic-segmentation', 'torchvision']",2017-09-04T08:36:55Z
Spandan-Madan__Pytorch_fine_tuning_Tutorial,master,63,269,"['deep-learning', 'image-classification', 'pytorch-tutorials', 'tutorial']",2017-08-23T02:38:50Z
1zb__pytorch-image-comp-rnn,master,54,181,"['conv', 'lstm', 'pytorch', 'rnn']",2017-09-01T07:40:20Z
jiecaoyu__pytorch_imagenet,master,37,126,[],2017-08-30T18:10:14Z
togheppi__CycleGAN,master,13,70,"['apple2', 'cyclegan', 'gan', 'generative-adversarial-networks', 'horse2zebra', 'image-translation', 'pytorch']",2017-09-05T07:26:38Z
togheppi__pix2pix,master,12,48,"['cityscapes', 'edges2handbags', 'edges2shoes', 'facades', 'gan', 'image-to-image-translation', 'image-translation', 'maps', 'pix2pix', 'pytorch']",2017-08-30T01:54:05Z
znxlwm__pytorch-CycleGAN,master,8,40,"['cyclegan', 'gan', 'generative-adversarial-network', 'generative-model', 'image-translation', 'pytorch']",2017-08-24T06:13:27Z
bfortuner__labelml,master,11,35,"['annotation-tool', 'flask', 'graphql', 'machine-learning', 'pytorch', 'vue']",2017-09-04T05:57:03Z
Hsuxu__carvana-pytorch-uNet,master,4,16,"['computer-vision', 'convolutional-neural-networks', 'deep-learning', 'image-segmentation', 'kaggle', 'python', 'pytorch']",2017-08-22T02:56:05Z
zhunzhong07__Random-Erasing,master,152,706,"['aaai2020', 'data-augmentation', 'image-classification', 'object-detection', 'person-re-identification', 'pytorch']",2017-09-15T08:45:42Z
dimkastan__PyTorch-Spectral-clustering,master,14,158,"['diffusion-distance', 'diffusion-maps', 'dimensionality-reduction', 'fiedler-vector', 'graph-cut', 'laplacian-maps', 'pytorch', 'pytorch-demo', 'pytorch-numpy', 'pytorch-tutorial', 'sorting-distance-matrix']",2017-09-15T00:34:48Z
akshaychawla__Adversarial-Examples-in-PyTorch,master,35,117,"['adversarial-networks', 'deep-learning', 'imagenet', 'pytorch']",2017-09-22T12:10:28Z
floydhub__dcgan,master,11,34,"['cifar-10', 'dcgan', 'floydhub', 'imagenet', 'lfw-dataset', 'lsun-dataset', 'pytorch']",2017-09-09T15:45:32Z
ChenRocks__image_captioning,master,0,4,[],2017-09-15T21:02:40Z
mliu-dark-knight__Neural-Fingerprint,master,0,2,"['belief-propagation', 'graph-embedding', 'pytorch']",2017-09-20T05:24:05Z
pyg-team__pytorch_geometric,master,3479,19619,"['deep-learning', 'geometric-deep-learning', 'graph-convolutional-networks', 'graph-neural-networks', 'pytorch']",2017-10-06T16:03:03Z
floydhub__imagenet,master,53,157,"['alexnet', 'convolutional-neural-networks', 'deep-learning', 'densenet', 'floydhub', 'imagenet-dataset', 'inception-v3', 'model-architecture', 'pretrained-models', 'pytorch', 'resnet', 'squeezenet', 'transfer-learning', 'vgg']",2017-10-03T17:53:42Z
DLHacks__mocogan,master,21,103,"['image-processing', 'machine-learning', 'pytorch-implmention']",2017-09-30T09:24:39Z
Armour__pytorch-nn-practice,master,10,51,"['alexnet', 'cifar10', 'cifar100', 'deep-learning', 'densenet', 'imagenet', 'inception', 'neural-network', 'pytorch', 'resnet', 'vgg']",2017-09-27T23:57:06Z
Shivanshu-Gupta__AlexNet-Experiments,master,7,9,"['alexnet', 'cnn', 'deep-learning', 'experiments', 'image-classification', 'pytorch']",2017-10-06T14:11:57Z
jrzaurin__pytorch-widedeep,master,182,1211,"['deep-learning', 'images', 'model-hub', 'multimodal-deep-learning', 'python', 'pytorch', 'pytorch-cv', 'pytorch-nlp', 'pytorch-tabular-data', 'pytorch-transformers', 'tabular-data', 'text']",2017-10-21T08:11:44Z
flyingpot__pytorch_deephash,master,49,182,"['deep-learning', 'deephash', 'hash', 'image-retrieval', 'pytorch']",2017-10-11T11:41:43Z
bkj__pytorch-graphsage,master,30,138,"['graph-convolutional-networks', 'graphsage', 'neural-network']",2017-10-15T20:28:37Z
chenyuntc__scene-baseline,master,32,95,"['image-classification', 'pytorch']",2017-10-18T14:11:11Z
eveningglow__multitask-CycleGAN,master,24,91,"['computer-vision', 'cyclegan', 'deep-learning', 'gan', 'generative-adversarial-network', 'image-translation', 'pytorch']",2017-10-17T04:42:33Z
ntrang086__detect_facial_keypoints,master,4,3,"['cnn', 'computer-vision', 'facial-keypoints', 'facial-recognition', 'image-processing', 'keras', 'opencv', 'pytorch', 'real-time-filter']",2017-10-10T21:37:14Z
ferdavid1__LinkOCR,master,1,2,"['computer-vision', 'convolutional', 'convolutional-neural-networks', 'image-classification', 'image-processing', 'image-recognition', 'machine-learning', 'neural-network', 'python', 'recurrent-neural-networks']",2017-10-22T02:52:51Z
bb-in-hoodie__CycleGAN-on-pytorch,master,1,1,"['cyclegan', 'deep-learning', 'gan', 'image-translation', 'machine-learning', 'python', 'pytorch']",2017-10-19T06:30:33Z
medivhgu__pytorch_image_classification,master,0,0,[],2017-10-19T13:45:12Z
ufoym__deepo,master,759,6322,"['caffe', 'caffe2', 'chainer', 'cntk', 'deep-learning', 'docker-image', 'dockerfile-generator', 'jupyter', 'keras', 'lasagne', 'mxnet', 'onnx', 'pytorch', 'sonnet', 'tensorflow', 'theano', 'torch']",2017-10-27T11:41:49Z
aelnouby__Text-to-Image-Synthesis,master,88,386,"['gans', 'image-generation', 'pytorch', 'text-to-image', 'zero-shot-learning']",2017-10-27T00:34:31Z
dyhan0920__PyramidNet-PyTorch,master,42,269,"['cifar-10', 'cifar-100', 'imagenet', 'pyramidnet', 'pytorch', 'residual-networks', 'resnet']",2017-10-31T09:03:35Z
kacky24__stylenet,master,10,62,"['caption', 'cnn', 'dlhacks', 'image-captioning', 'lstm', 'microsoft', 'pytorch', 'pytorch-implemention', 'stylenet']",2017-11-08T02:51:58Z
zhl2007__pytorch-image-quality-param-ctrl,master,6,22,[],2017-10-28T16:12:59Z
cuicaihao__fast_neural_style,master,9,18,"['algorithm', 'deeplearing', 'image', 'neuralstyle', 'pytorch']",2017-10-25T13:51:27Z
siarez__radar-image-recognition,master,3,4,[],2017-10-30T20:25:28Z
rmokerone__imageDeepLearning,master,0,0,[],2017-11-08T02:02:18Z
open-mmlab__mmskeleton,master,1013,2834,"['action-recognition', 'deep-learning', 'graph-convolutional-network', 'pytorch', 'skeleton-based-action-recognition']",2017-11-21T09:01:44Z
gmalivenko__pytorch2keras,master,145,847,"['converter', 'darts', 'deep-learning', 'deep-learning-models', 'densenet', 'imagenet', 'keras', 'keras-model-convertor', 'keras-models', 'keras-neural-networks', 'keras-tensorflow', 'machinelearning', 'models-converter', 'onnx', 'pytorch', 'pytorch-models', 'resnet', 'tensorflow', 'tensorflow-models', 'tensorflowjs']",2017-11-16T20:21:43Z
loicland__superpoint_graph,ssp+spg,212,728,"['clustering', 'large-scale', 'lidar', 'partition', 'ply-files', 'point-cloud', 'pytorch', 'segmentation', 'semantic', 'semantic-segmentation', 'superpoint-graphs']",2017-11-22T17:52:02Z
jiweibo__ImageNet,master,83,359,"['alexnet', 'densenet', 'densenet-pytorch', 'imagenet', 'model-architecture', 'python', 'pytorch', 'resnet', 'squeezenet', 'vgg']",2017-11-15T09:07:48Z
ducha-aiki__affnet,master,47,261,"['affine-shape-estimator', 'computer-vision', 'convolutional-networks', 'convolutional-neural-networks', 'deep-learning', 'hessian', 'image-matching', 'image-retrieval', 'local-features', 'pytorch']",2017-11-17T19:07:21Z
BayesWatch__sequential-imagenet-dataloader,master,22,229,"['deep-learning', 'imagenet', 'pytorch']",2017-11-10T16:20:21Z
miliadis__DeepVideoCS,master,22,73,"['compressive-sensing', 'deep-learning', 'image-processing']",2017-11-10T23:40:14Z
vlievin__Unet,master,15,36,"['deeplearning', 'image-segmentation', 'pytorch', 'unet']",2017-11-16T10:17:51Z
sumitkeswani__Captioning-VQA,master,2,1,"['computer-vision', 'deep-learning', 'image-captioning', 'natural-language-processing', 'pytorch', 'vqa']",2017-11-17T22:38:22Z
NVIDIA__pix2pixHD,master,1363,6459,"['computer-graphics', 'computer-vision', 'deep-learning', 'deep-neural-networks', 'gan', 'generative-adversarial-network', 'image-to-image-translation', 'pix2pix', 'pytorch']",2017-12-01T19:19:14Z
yunjey__stargan,master,973,5179,"['cvpr2018', 'generative-models', 'image-to-image-translation', 'pytorch', 'stargan']",2017-11-27T01:43:01Z
hysts__pytorch_image_classification,master,296,1294,"['cifar10', 'computer-vision', 'fashion-mnist', 'imagenet', 'pytorch']",2017-12-09T22:32:57Z
guanfuchen__semseg,master,165,742,"['bisenet', 'deep-learning', 'deeplab', 'drn', 'enet', 'erfnet', 'fcn', 'frrn', 'future-semantic-segmentation', 'gcn', 'image-segmentation', 'label-refinement-network', 'lrn', 'pytorch', 'segmentation-models', 'segmentation-networks', 'segnet', 'semantic-segmentation', 'shufflenet']",2017-12-06T04:14:49Z
shreyaspadhy__UNet-Zoo,master,78,361,"['bdclstm', 'biomedical-data-science', 'cnn', 'deep-learning', 'imagesegmentation', 'kunet', 'lstm', 'pytorch', 'rnn', 'unet']",2017-12-09T20:48:15Z
ihciah__deep-fashion-retrieval,master,49,228,"['image-retrieval', 'pytorch']",2017-11-27T08:25:20Z
lquirosd__P2PaLA,master,44,187,"['computer-vision', 'deep-neural-networks', 'document-layout-analysis', 'gan', 'generative-adversarial-network', 'handwritten-text-recognition', 'image-segmentation', 'page-xml', 'pix2pix', 'pytorch']",2017-11-28T13:58:06Z
ELEKTRONN__elektronn3,master,26,161,"['3d-cnn', '3d-convolutional-network', 'biomedical-image-processing', 'convolutional-neural-networks', 'electron-microscopy', 'pytorch', 'semantic-segmentation']",2017-12-11T00:53:48Z
prakashjayy__pytorch_classifiers,master,42,131,"['deep-learning', 'image-classification', 'machine-learning', 'python', 'pytorch', 'transfer-learning']",2017-11-30T16:15:17Z
aitorzip__PyTorch-CycleGAN,master,279,1123,"['artificial-intelligence', 'computer-graphics', 'computer-vision', 'cyclegan', 'deep-learning', 'generative-adversarial-network', 'image-generation', 'image-processing', 'pytorch']",2017-12-12T00:01:28Z
arnoweng__CheXNet,master,216,543,"['classification', 'deep-learning', 'localization', 'medical-images', 'pneumonia', 'pytorch', 'thoracic-diseases', 'x-ray']",2017-12-26T09:28:56Z
utkuozbulak__pytorch-cnn-adversarial-attacks,master,60,344,"['adversarial-example', 'fast-gradient-sign', 'fooling-images', 'gradient-ascent', 'pytorch', 'pytorch-tutorial']",2017-12-15T01:39:12Z
dawnranger__pytorch-AGNN,master,28,144,"['attention', 'graph-convolutional-network', 'network-embedding', 'representation-learning']",2017-12-27T06:56:55Z
karanchahal__SaliencyMapper,master,18,56,"['deep-learning', 'images', 'pytorch']",2017-12-14T05:07:32Z
mesnico__learning-relationship-aware-visual-features,cefrl2018,2,17,"['clevr', 'computer-vision', 'deep-feature-extraction', 'deep-features', 'deep-learning', 'eccv-2018', 'image-processing', 'pytorch', 'relational-reasoning', 'relationship-extraction', 'relationships']",2017-12-21T15:44:33Z
dros1986__neural_spline_enhancement,master,4,15,"['2019', 'cnn', 'color-transformations', 'convolutional-neural-networks', 'image-enhancement', 'pytorch', 'spline', 'spline-interpolation', 'splines', 'tog', 'transactions-on-graphics']",2017-12-21T11:00:35Z
creafz__kaggle-cdiscount,master,0,7,"['deep-learning', 'image-classification', 'kaggle', 'machine-learning', 'neural-networks', 'pytorch']",2017-12-16T06:08:36Z
martno__cyclegan-pytorch,master,0,0,"['cyclegan', 'deep-learning', 'gan', 'generative-adversarial-network', 'image-generation', 'pytorch']",2017-12-16T13:50:30Z
layumi__Person_reID_baseline_pytorch,master,996,3885,"['awesome-reid', 'baseline', 'circle-loss', 'cuhk-np', 'image-retrieval', 'image-search', 'market-1501', 'metric-learning', 'msmt17', 'object-reid', 'open-reid', 'person-reid', 'person-reidentification', 'pytorch', 'random-erasing', 're-ranking', 'tutorial', 'vehicle-reid']",2017-12-29T10:22:41Z
ternaus__TernausNet,master,250,1030,"['image-segmentation', 'pytorch']",2017-12-30T03:13:50Z
hollobit__All-About-the-GAN,master,156,654,"['adversarial-nets', 'adversarial-networks', 'arxiv', 'cgan', 'classification', 'ct-denoising', 'deep-learning', 'detection', 'gan', 'generative-adversarial-network', 'image-synthesis', 'medical-image-synthesis', 'medical-imaging', 'neural-network', 'paper', 'pytorch', 'reconstruction', 'segmentation', 'tensorflow', 'unsupervised-learning']",2017-12-28T05:54:01Z
atiyo__deep_image_prior,master,29,204,"['autoencoder', 'convolutional-neural-networks', 'deep-learning', 'pytorch']",2018-01-06T20:54:50Z
ImagingLab__ICIAR2018,master,77,202,"['breast-cancer', 'classification', 'deep-learning', 'histology', 'image-classification', 'medical-imaging', 'pytorch']",2018-01-10T18:51:58Z
muziyongshixin__pytorch-Deep-Steganography,master,8,49,"['cnn', 'image', 'pytorch', 'steganography', 'unet']",2018-01-08T06:48:00Z
yistLin__python-two-pass,master,0,2,"['computer-graphics', 'python', 'pytorch', 'radiosity', 'ray-tracing']",2018-01-01T16:12:38Z
faizaan09__caption-to-image-generation,master,0,0,[],2018-01-07T22:15:54Z
sarathknv__adversarial-examples-pytorch,master,76,373,"['adversarial-attacks', 'adversarial-defence', 'adversarial-examples', 'adversarial-images', 'adversarial-learning', 'adversarial-networks', 'adversarial-perturbations', 'deep-learning', 'deep-neural-networks', 'fgsm', 'generative-adversarial-networks', 'opencv', 'perturbations', 'python3', 'pytorch', 'random-perturbations', 'semantic-adversarial-examples', 'visualization']",2018-01-27T13:20:31Z
thtang__CheXNet-with-localization,master,108,309,"['bounding-boxes', 'chest-x-ray8', 'chest-xray-images', 'chestxray14', 'chexnet', 'deep-learning', 'densenet', 'medical-imaging', 'nih', 'pytorch', 'weakly-supervised-learning']",2018-01-17T07:22:37Z
jvanvugt__pytorch-unet,master,92,305,"['biomedical-image-processing', 'deep-neural-networks', 'pytorch', 'segmentation', 'unet']",2018-01-22T11:38:32Z
Randl__MobileNetV2-pytorch,master,83,263,"['cnn', 'image-classification', 'mobilenet2', 'pytorch']",2018-01-18T12:37:16Z
fei-aiart__ca-gan,master,25,90,"['face-parsing', 'face-sketch-synthesis', 'face-synthesis', 'gan', 'generative-adversarial-network', 'image-to-image-translation', 'pytorch']",2018-01-23T15:35:10Z
lyakaap__image-feature-learning-pytorch,master,11,62,[],2018-01-15T12:21:00Z
leftthomas__DGCNN,master,14,57,"['gcn', 'gnn', 'graph', 'graph-classification', 'graph-convolutional-networks', 'pytorch']",2018-01-18T11:24:39Z
junteudjio__dicom_data_pipeline,develop,1,12,"['dicom-images', 'image-segmentation', 'python', 'pytorch']",2018-01-28T13:39:10Z
jay-z007__Text-to-Image-Synthesis,master,5,10,"['computer-vision', 'dcgan', 'image-generation', 'pytorch']",2018-01-18T05:00:52Z
Naman-ntc__CS763-Assignments,master,2,4,"['assignment', 'camera-calibration', 'classification', 'image-forensics', 'image-stitching', 'klt', 'matlab', 'pytorch']",2018-01-16T13:35:09Z
eosay__robotCNN,master,3,2,"['computer-vision', 'convolutional-neural-networks', 'image-classification', 'pytorch', 'robotics']",2018-01-14T20:10:06Z
rudrasohan__simple_image_classifier,master,1,0,"['convolutional-neural-networks', 'deep-learning', 'image-classification', 'pytorch-tutorial']",2018-01-26T20:42:01Z
chingyaoc__ggnn.pytorch,master,92,452,"['ggnn', 'gnns', 'graph', 'pytorch']",2018-02-01T08:14:42Z
hardyqr__PyTorch-Segmentation-Zoo,master,8,33,"['deep-learning', 'image-segmentation', 'remote-sensing', 'unet']",2018-02-03T05:15:57Z
OLeoghain__image_caption-lstm,master,8,11,"['image-captioning', 'pytorch']",2018-02-10T23:12:16Z
ameykusurkar__pytorch-image-classifier,master,0,0,"['image-classification', 'machine-learning', 'pytorch']",2018-02-02T17:47:01Z
CalciferZh__SMPL,master,138,818,"['body', 'graphics', 'graphics-3d', 'pose', 'smpl']",2018-02-28T13:40:45Z
yunxiaoshi__Neural-IMage-Assessment,master,89,484,"['computer-vision', 'image-enhancement', 'machine-learning', 'photo-editing']",2018-02-17T07:21:49Z
fangchangma__sparse-to-dense.pytorch,master,97,437,"['deep-learning', 'depth-completion', 'depth-estimation', 'depth-image', 'depth-prediction', 'pytorch', 'slam', 'sparse-depth-samples']",2018-02-17T21:56:49Z
eveningglow__BicycleGAN-pytorch,master,15,98,"['bicyclegan', 'computer-vision', 'cyclegan', 'deep-learning', 'gan', 'generative-adversarial-network', 'image-translation', 'pytorch']",2018-02-26T15:19:39Z
sg-nm__Evolutionary-Autoencoders,master,21,70,"['deep-learning', 'evolutionary-algorithm', 'image-inpainting', 'python', 'pytorch']",2018-02-23T01:56:01Z
Blade6570__PhotographicImageSynthesiswithCascadedRefinementNetworks-Pytorch,master,10,64,"['cityscapes', 'deep-learning', 'high-resolution', 'neural-network', 'photorealistic-based-rendering', 'semantic-segmentation', 'vgg19']",2018-02-14T11:20:54Z
BCV-Uniandes__SMIT,master,11,37,"['computer-vision', 'gans', 'generative-adversarial-network', 'iccv2019', 'image-to-image-translation', 'image-translation', 'pytorch', 'smit']",2018-02-21T19:44:00Z
eveningglow__StarGAN-pytorch,master,2,2,"['deep-learning', 'gan', 'generative-adversarial-network', 'image-translation', 'stargan']",2018-02-26T15:41:52Z
horvitzs__image_captioning_pytorch,master,0,2,"['captioning-images', 'deep-learning', 'image-captioning', 'pytorch', 'show-attend-and-tell']",2018-02-22T04:30:53Z
messiest__cifar-image-classifier,master,0,0,[],2018-02-16T01:42:48Z
KaiyangZhou__deep-person-reid,master,1110,4065,"['computer-vision', 'cross-domain', 'deep-learning', 'deep-neural-networks', 'image-retrieval', 'machine-learning', 'metric-learning', 'person-reid', 'person-reidentification', 'pytorch', 're-ranking']",2018-03-11T21:14:39Z
Diego999__pyGAT,master,684,2712,"['attention-mechanism', 'graph-attention-networks', 'neural-networks', 'python', 'pytorch', 'self-attention']",2018-03-02T10:20:26Z
rowanz__neural-motifs,master,116,508,"['pytorch', 'scene-graph', 'vision', 'visual-genome']",2018-03-08T23:50:52Z
jimmywangheng__knowledge_representation_pytorch,master,103,341,"['knowledge-graph', 'knowledge-representation']",2018-03-16T07:55:23Z
daiquocnguyen__ConvKB,master,38,197,"['convolutional-neural-network', 'fb15k237', 'knowledge-base-completion', 'knowledge-base-embeddings', 'knowledge-graph-completion', 'knowledge-graph-embeddings', 'knowledge-graphs', 'link-prediction', 'pytorch-implementation', 'wn18rr']",2018-03-06T03:55:47Z
lizhengwei1992__ResidualDenseNetwork-Pytorch,master,35,137,"['cvpr2018', 'image-super-resolution']",2018-03-08T08:52:18Z
IBM__MAX-Fast-Neural-Style-Transfer,master,21,49,"['docker-image', 'machine-learning', 'machine-learning-models', 'pytorch']",2018-03-09T23:08:47Z
IBM__MAX-Scene-Classifier,master,23,37,"['docker-image', 'machine-learning', 'machine-learning-models', 'pytorch', 'recognizes-images']",2018-03-09T23:14:19Z
