full_name,default_branch,forks,watchers,topics,created_at
sk-aravind__3D-Bounding-Boxes-From-Monocular-Images,master,20,48,"['3d', '3dboundingbox', 'deep-manta', 'kitti', 'monocular-3d-detection', 'monocular-images', 'multimodal-deep-learning', 'object-detection', 'point-cloud', 'pytorch', 'yolov3']",2019-04-19T09:00:47Z
ABadCandy__BaiDuBigData19-URFC,master,21,77,"['computer-vision', 'deep-learning', 'multimodal-learning', 'pytorch']",2019-05-10T09:00:16Z
tdchaitanya__MMTOD,master,23,42,"['borrow-from-anywhere', 'faster-rcnn', 'multi-modal', 'pytorch']",2019-06-17T00:16:45Z
penghu-cs__DSCMR,master,25,135,['cross-modal-retrieval'],2019-06-30T06:14:23Z
ymym3412__pytorch-cross-modal-retrieval,master,0,4,[],2019-07-01T17:43:01Z
subho406__OmniNet,master,61,508,"['artificial-intelligence', 'deep-learning', 'image-captioning', 'machine-learning', 'multimodal-learning', 'multitask-learning', 'neural-network', 'nlp', 'transformer', 'video-recognition']",2019-07-17T20:20:20Z
penghu-cs__SDML,master,13,34,"['cross-modal-retrieval', 'deep-multimodal-learning']",2019-07-17T09:40:21Z
WendellGul__AGAH,master,11,36,"['agah', 'cross-modal-retrieval', 'pytorch']",2019-09-03T11:50:55Z
wangguanan__AlignGAN,master,18,116,"['computer-vision', 'cross-modality-re-identification', 'deep-learning', 'iccv2019', 'person', 'pytorch', 're-identification']",2019-10-14T09:04:59Z
WangGodder__deep-cross-modal-hashing,master,23,93,"['cross-modal-hashing', 'data-visualization', 'dataset', 'pytorch']",2019-10-14T09:28:44Z
gorjanradevski__cross_modal_full_transfer,master,1,3,"['bert-model', 'cross-modal-retrieval', 'efficientnet', 'efficientnet-pytorch', 'image-text-search', 'multimodal-deep-learning', 'python', 'pytorch', 'transformers-library']",2019-10-10T14:38:19Z
kevalmorabia97__CoVA-Web-Object-Detection,master,13,71,"['attention', 'computer-vision', 'convolutional-neural-networks', 'deep-learning', 'graph-attention-networks', 'graph-convolutional-networks', 'information-extraction', 'multimodal-learning', 'object-detection', 'pytorch', 'visual-attention']",2019-10-22T06:11:54Z
seungheondoh__audio-lyrics-emotion-recognition,master,21,85,"['audio-lyrics', 'multi-modal', 'music', 'music-emotion', 'music-emotion-recognition', 'pytorch']",2019-11-05T23:08:50Z
irasin__Pytorch_MST,master,1,17,"['graph-cuts', 'mst', 'multimodal-style-transfer', 'pytorch', 'pytorch-mst', 'styletransfer']",2019-11-02T04:48:57Z
wangguanan__JSIA-ReID,master,19,125,"['aaai2020', 'computer-vision', 'cross-modality-re-identification', 'deeplearning', 'pytorch', 're-identification']",2019-11-21T23:10:04Z
josedolz__HyperDenseNet_pytorch,master,12,78,"['3d-cnn', '3d-convolutional-network', 'deep-learning', 'hyperdensenet', 'image-segmentation', 'medical-image-processing', 'medical-image-segmentation', 'multi-modal-imaging', 'multi-modal-learning', 'pytorch', 'pytorch-cnn', 'segmentation']",2019-11-20T03:53:12Z
moabarar__nemar,nemar_deploy,25,158,"['affine-transformation', 'cnn', 'cvpr2020', 'deep-learning', 'deformable-transformation', 'image-registration', 'image-to-image-translation', 'multi-modal', 'multi-modal-learning', 'multimodal', 'multimodal-image-registration', 'pytorch', 'registartion', 'stn']",2019-12-09T11:25:19Z
monologg__hashtag-prediction-pytorch,master,3,46,"['albert', 'hashtag', 'hashtag-prediction', 'hashtag-recommendation', 'instagram', 'multimodal', 'open-resource', 'pytorch']",2019-12-06T15:02:22Z
98zyx__Hetero-center-loss-for-cross-modality-person-re-id,master,11,55,"['cross-modality-re-identification', 'person-reidentification', 'pytorch']",2020-01-05T07:00:59Z
spokenlanguage__platalea,master,1,3,"['deep-neural-networks', 'flickr8k', 'multi-tasking', 'multimodal-learning', 'pytorch', 'speech-processing', 'spoken-language-understanding', 'spokencoco', 'visually-grounded-speech', 'weakly-supervised-learning']",2020-02-11T11:53:29Z
multimodal__multimodal,master,7,70,"['datasets', 'deep-learning', 'embeddings', 'reasoning', 'vision-and-language', 'visual-features']",2020-03-13T17:23:34Z
monologg__NER-Multimodal-pytorch,master,12,56,"['attention-network', 'coattention', 'multimodal', 'named-entity-recognition', 'ner', 'pytorch', 'tweets']",2020-03-12T00:41:21Z
lozingaro__multimodal-side-tuning,master,0,8,"['deep-learning', 'document-classification', 'pytorch']",2020-03-07T09:13:45Z
ForeverFancy__MANN,master,1,3,"['multimodal', 'neural-network']",2020-03-16T13:50:37Z
zch42__BiFusion,master,9,31,"['bioinformatics', 'deep-learning', 'drug-discovery', 'drug-repurposing', 'graph-neural-networks', 'link-prediction', 'multimodal-deep-learning', 'pytorch']",2020-03-27T23:54:37Z
jhnlee__multimodal-transformer,master,2,8,[],2020-03-31T11:10:38Z
arpytanshu__HUSE-PyTorch,master,0,2,"['deep-learning', 'multimodal-learning', 'multimodal-representation', 'pytorch-implementation', 'transfer-learning', 'universal-semantic-embedding']",2020-04-06T08:53:52Z
v-iashin__MDVC,master,19,133,"['activitynet-captions', 'audio', 'cvpr-workshop', 'dense-video-captioning', 'i3d', 'multi-modal', 'pytorch', 'speech', 'transformer', 'visual']",2020-04-14T13:37:39Z
gchochla__Deep-Representations-of-Visual-Descriptions,master,1,16,"['crnn', 'fine-grained-recognition', 'multimodal-deep-learning', 'python3', 'pytorch', 'zero-shot-retrieval']",2020-04-14T08:33:12Z
mrFahrenhiet__Explainable_Image_Caption_bot,master,1,5,"['attention', 'attention-mechanism', 'computer-vision', 'decoder', 'image-caption-bot', 'image-captioning', 'lstm', 'multi-modal', 'nlp', 'pytorch', 'resnet-101', 'streamlit']",2020-04-22T11:53:58Z
wenliangdai__Modality-Transferable-MER,master,5,58,"['cmu-mosei', 'deep-learning', 'emotion-recognition', 'few-shot', 'iemocap', 'multimodal', 'nlp', 'pytorch', 'zero-shot']",2020-05-10T07:23:53Z
vishaal27__Multimodal-Video-Emotion-Recognition-Pytorch,master,1,14,"['affective-computing', 'emotion-recognition', 'multimodal-deep-learning', 'pytorch']",2020-05-12T10:43:03Z
ovshake__cobra,master,3,14,"['contrastive-learning', 'cross-modal', 'machine-learning', 'pytorch', 'representation-learning']",2020-05-10T19:02:28Z
haamoon__mmtm,master,20,100,"['action-recognition', 'cnn-fusion', 'gesture-recognition', 'multimodal-deep-learning', 'multimodal-learning', 'pytorch', 'speech-enhancement']",2020-06-06T05:27:24Z
verlab__Learning2Dance_CAG_2020,master,10,84,"['computer-and-graphics', 'computer-vision', 'gcn', 'graph-adversarial-learning', 'graph-convolutional-networks', 'human-motion', 'human-motion-analysis', 'motion-analysis', 'motion-animation', 'motion-synthesis', 'multimodal-learning', 'sound-processing']",2020-06-10T22:02:48Z
sarthak268__c3vqg-official,master,6,15,"['category-consistency', 'center-loss', 'cycle-consistency', 'information-maximization', 'latent-hyper-prior', 'latent-space', 'multimodal-deep-learning', 'vision-and-language', 'visual-question-generation']",2020-05-30T00:08:04Z
koninik__multimodal_machine_translation,master,0,2,"['image-features', 'multimodal-deep-learning', 'neural-machine-translation', 'transformers']",2020-06-08T15:12:47Z
ashtraysoap__pytorch-multimodal,master,0,0,[],2020-05-28T08:45:14Z
MILVLG__mt-captioning,master,8,24,"['image-captioning', 'multimodal-transformer', 'pytorch']",2020-06-13T14:42:39Z
open-mmlab__mmpretrain,main,989,3012,"['beit', 'clip', 'constrastive-learning', 'convnext', 'deep-learning', 'image-classification', 'mae', 'masked-image-modeling', 'mobilenet', 'moco', 'multimodal', 'pretrained-models', 'pytorch', 'resnet', 'self-supervised-learning', 'swin-transformer', 'vision-transformer']",2020-07-09T16:25:04Z
pykale__pykale,main,61,420,"['computer-vision', 'data-science', 'deep-learning', 'domain-adaptation', 'graph-analysis', 'knowledge-aware-learning', 'machine-learning', 'medical-image-analysis', 'meta-learning', 'multimodal', 'multimodal-learning', 'python', 'pytorch', 'transfer-learning']",2020-06-30T08:06:10Z
IsaacRodgz__GMU-Baseline,master,0,6,"['deep-learning', 'deep-nlp', 'machine-learning', 'multimodal-deep-learning', 'nlp', 'pytorch']",2020-07-01T22:07:54Z
LivXue__ALGCN,master,3,10,"['cross-modal-retrieval', 'graph-convolutional-networks', 'pytorch']",2020-07-27T12:53:40Z
xiaoxiaoheimei__SeqDialN,master,1,5,"['dense-coattn-network', 'multimodal-deep-learning', 'pytorch', 'transformer', 'visual-dialog']",2020-07-19T04:52:20Z
itsShnik__allForOne,master,0,2,"['deep-learning', 'multi-modal-learning', 'multi-task-learning', 'sentiment-classification', 'vision-and-language', 'visual-question-answering']",2020-07-17T10:00:35Z
canary-for-cognition__multimodal-dl-framework,master,2,7,"['audio', 'binary-classification', 'eye-tracking', 'machine-learning', 'multimodal-deep-learning', 'neural-networks', 'pytorch', 'pytorch-framework', 'text']",2020-07-29T09:52:52Z
BCV-Uniandes__LUCAS,master,0,6,"['ct-scans', 'lung-cancer-detection', 'miccai2020', 'multimodal-biomarkers', 'pytorch']",2020-07-30T20:49:08Z
JianJuly__multimodal_brain_synthesis_pytorch,master,0,0,[],2020-07-29T05:55:32Z
anita-hu__MSAF,master,9,63,"['action-recognition', 'cmu-mosei', 'multimodal-deep-learning', 'multimodal-emotion-recognition', 'multimodal-learning', 'multimodal-sentiment-analysis', 'ntu-rgbd', 'pytorch', 'ravdess']",2020-09-04T14:32:57Z
liveseongho__DramaQA,main,3,9,"['multi-modal-learning', 'pytorch', 'video-question-answering', 'vision-language']",2020-10-06T00:52:06Z
MedMNIST__MedMNIST,main,150,920,"['2d', '3d', 'automl', 'benchmark', 'classification', 'dataset', 'decathlon', 'deep-learning', 'federated-learning', 'few-shot-learning', 'machine-learning', 'medical', 'medical-image-analysis', 'medical-image-computing', 'medical-imaging', 'medmnist', 'mnist', 'multi-modal', 'pytorch']",2020-10-25T03:20:37Z
kywen1119__DSRAN,main,12,67,"['computer-vision', 'cross-modal', 'image-text-matching', 'pytorch', 'tcsvt']",2020-10-22T07:05:46Z
multimodallearning__flownet_pytorch,main,0,2,[],2020-10-24T11:04:59Z
AnnikaLindh__Controllable_Region_Pointer_Advancement,master,1,2,"['coling-2020', 'computer-vision', 'controllable-image-captioning', 'deep-learning', 'machine-learning', 'multimodal-learning', 'natural-language-generation', 'neural-networks', 'paper-implementations', 'python', 'pytorch', 'research']",2020-10-31T15:19:55Z
multimodal-machine-learning__iPerceive,master,0,1,[],2020-11-12T14:53:20Z
shineyruan__multimodal-GAN,main,1,0,[],2020-12-11T03:49:39Z
lucidrains__DALLE-pytorch,main,631,5442,"['artificial-intelligence', 'attention-mechanism', 'deep-learning', 'multi-modal', 'text-to-image', 'transformers']",2021-01-05T20:35:16Z
boschresearch__OASIS,master,56,311,"['bcai', 'computer-vision', 'deep-learning', 'gan', 'generative-adversarial-networks', 'iclr2021', 'image-generation', 'image-to-image-translation', 'label-to-image-translation', 'machine-learning', 'multi-modal', 'oasis', 'pytorch', 'semantic-image-synthesis']",2021-01-13T12:56:15Z
woodfrog__vse_infty,master,19,142,"['cross-modal-retrieval', 'image-text-matching', 'pytorch', 'vision-language', 'visual-semantic', 'vse']",2021-01-10T06:04:22Z
leaderj1001__CLIP,main,8,68,"['deep-learning', 'image', 'language-model', 'multimodal', 'pytorch', 'transformer', 'vision-transformer']",2021-01-11T00:38:08Z
SAIC-MONTREAL__multimodal-dynamics,master,3,12,"['deep-learning', 'multimodal-deep-learning', 'pybullet', 'pytorch', 'vae']",2021-01-29T20:29:57Z
bhigy__zr-2021vg_baseline,main,2,7,"['challenge', 'deep-neural-networks', 'librispeech', 'multimodal-learning', 'pytorch', 'representation-learning', 'speech-processing', 'spokencoco', 'visually-grounded-speech', 'weakly-supervised-learning']",2021-02-03T10:25:56Z
codewithzichao__Multimodal-Transformers,main,0,4,"['eacl', 'meme', 'multimodal', 'pytorch', 'transformer']",2021-01-22T09:45:38Z
talipucar__DomainTranslation,main,0,2,"['data-alignment', 'multi-domain', 'multi-domain-adaptation', 'multi-modal', 'multi-modal-learning', 'multi-view', 'multi-view-learning', 'shared-embedding', 'single-cell', 'single-cell-omics', 'single-cell-rna-seq']",2021-01-30T21:39:55Z
mako443__Text2Pos-CVPR2022,master,6,34,"['computer-vision', 'cross-modal', 'cross-modal-learning', 'cross-modal-retrieval', 'cvpr', 'cvpr2022', 'deep-learning', 'language-processing', 'localization', 'nlp', 'pytorch']",2021-02-09T15:34:12Z
verlab__StraightToThePoint_CVPR_2020,main,1,8,"['agent', 'computer-vision', 'cross-modal-learning', 'cvpr', 'fast-forward', 'hyperlapse', 'multimodal-deep-learning', 'multimodal-learning', 'reinforcement-learning', 'text-and-image', 'video-analysis', 'video-fast-forward', 'video-processing', 'video-summarization', 'vision-and-language']",2021-02-11T22:11:32Z
kdhht2334__Hidden_Emotion_Detection_using_MM_Signals,main,1,5,"['deep-learning', 'eeg-analysis', 'hidden-emotions', 'human-computer-interaction', 'multi-modal-fusion', 'multi-modal-learning', 'pytorch', 'valence-arousal']",2021-02-21T12:12:01Z
likyoo__Multimodal-Remote-Sensing-Toolkit,main,12,66,"['multi-modal-learning', 'python', 'pytorch', 'remote-sensing']",2021-02-28T07:29:38Z
VietHoang1512__CVPR-track-5,main,1,7,"['computer-vision', 'cvpr2021', 'multimodal', 'natural-language-processing', 'pytorch']",2021-03-08T02:29:42Z
talipucar__DomainAdaptation,main,1,10,"['domain-adaptation', 'domain-alignment', 'domain-translation', 'multimodal-deep-learning', 'multimodal-learning', 'pytorch']",2021-03-14T22:30:56Z
yanbeic__CCL,main,11,83,"['audio-teacher-models', 'audio-visual-learning', 'compositional-contrastive-learning', 'contrastive-learning', 'cvpr2021', 'distillation', 'multi-modal-distillation', 'pytorch', 'video-recognition']",2021-03-29T18:28:14Z
penghu-cs__MRL,main,10,47,"['cross-modal-retrieval', 'multimodal-deep-learning', 'noisy-labels']",2021-04-06T15:46:35Z
Guanzhou-Ke__DMMC-zoo,main,3,5,"['deep-multi-modal-clustering', 'pytorch']",2021-04-05T08:35:07Z
choyingw__Cross-Modal-Perceptionist,main,13,115,"['3d', '3d-models', '3dmm', 'biometrics', 'cognitive-science', 'computer-vision', 'cross-modal-learning', 'cvpr', 'cvpr2022', 'deep-learning', 'machine-learning', 'pytorch', 'speech', 'speech-synthesis', 'speech-to-face']",2021-04-17T04:45:22Z
leofanzeres__s2i,main,0,4,"['computational-imagination', 'computer-vision', 'cross-modal-hashing', 'deep-learning', 'gans', 'people-centered-ai', 'pytorch', 'sound-to-image', 'unsupervised-learning']",2021-04-21T03:56:38Z
Toytiny__RadarNet-pytorch,main,2,15,"['3d-detection', '3d-vision', 'automotive-radar', 'lidar-point-cloud', 'multi-modal', 'object-detection', 'point-cloud']",2021-04-29T12:43:10Z
frank-chris__Image-Text-Retrieval-Web-App,main,2,1,"['cross-modal-retrieval', 'deepfashion', 'flask', 'pytorch', 'retrieval']",2021-05-07T19:58:33Z
zhangxuying1004__RSTNet,master,27,113,"['cvpr2021', 'image-captioning', 'multimodal', 'python', 'pytorch', 'transformer']",2021-05-24T07:42:49Z
BiomedSciAI__fuse-med-ml,master,35,120,"['ai', 'cmmd', 'collaboration', 'ct', 'deep-learning', 'fuse', 'fuse-med-ml', 'fusemedml', 'hacktoberfest', 'healthcare', 'isic', 'knight-challenge', 'machine-learning', 'medical', 'medical-imaging', 'multimodality', 'python', 'pytorch', 'stoic', 'vision']",2021-06-23T12:10:42Z
naver-ai__pcme,main,17,113,"['cross-modal-retrieval', 'cvpr2021', 'probabilistic-embeddings', 'probabilistic-machine-learning']",2021-06-15T05:22:12Z
sisinflab__Formal-MultiMod-Rec,main,1,7,"['graph-neural-networks', 'multimedia-recommendation', 'multimedia-systems', 'multimodal-deep-learning', 'multimodal-retrieval', 'pytorch', 'recommender-system', 'reproducibility']",2021-06-21T14:11:50Z
efthymisgeo__multimodal-masking,master,0,7,"['cmu-mosei', 'interspeech2021', 'masking', 'multimodal-deep-learning', 'paper', 'pytorch', 'regularization', 'rnn', 'sentiment-analysis']",2021-06-14T10:22:09Z
GanHY97__Classification-by-Fusing-Multimodal-Data,master,3,6,"['fasttext', 'fusion', 'multimodal', 'python', 'pytorch', 'vgg16']",2021-07-02T08:23:00Z
rentainhe__TRAR-VQA,main,17,58,"['attention', 'clevr', 'dynamic-network', 'iccv2021', 'local-and-global', 'multi-modal', 'multi-modal-learning', 'multi-modality', 'multi-scale-features', 'official', 'pytorch', 'transformer', 'vision-and-language', 'visual-question-answering', 'visualization', 'vqav2']",2021-07-23T02:34:46Z
nc-ai__MultimodalSum,master,4,22,"['abstractive-summarization', 'abstractive-text-summarization', 'acl2021', 'amazon', 'multi-modal', 'multimodal', 'opinion-summarization', 'pytorch', 'reviews', 'self-supervised', 'self-supervised-learning', 'summarization', 'yelp']",2021-08-07T01:15:32Z
amazon-science__gluonmm,main,2,49,"['computer-vision', 'iccv-2021', 'multimodality', 'pytorch', 'transformer', 'video']",2021-08-23T22:08:05Z
chaineypung__MMNet-for-Alzheimer-Classification-using-sMRI,main,1,22,"['alzheimers-disease', 'deep-learning-algorithms', 'disease-classification', 'image-classification', 'multi-modal', 'pytorch', 'smri']",2021-09-03T14:36:02Z
soloist97__region-hierarchical-pytorch,main,1,9,"['image-captioning', 'multimodal-deep-learning', 'pytorch']",2021-09-16T15:10:51Z
JoungheeKim__multimodal_emotion_recognition,main,0,6,[],2021-09-07T04:44:03Z
LivXue__GNN4CMR,main,4,32,"['adversarial-networks', 'contrastive-learning', 'cross-modal-retrieval', 'graph-neural-networks', 'pytorch']",2021-09-22T03:40:56Z
Lanping-Tech__Multi-modal-Valuation-Forecast-System,main,0,14,"['bert', 'multimodal', 'pytorch', 'stock-price-prediction', 'tcn']",2021-09-18T09:34:07Z
fuyahuii__ConSK-GCN,main,2,8,"['emotion-recognition-in-conversation', 'gcn', 'knowledge-graph', 'multimodality']",2021-09-24T13:54:45Z
JOBR0__PerceiverIO_Pytorch,master,0,7,"['deep-learning', 'deepmind', 'image-classification', 'language-model', 'multimodal', 'optical-flow', 'perceiverio', 'transformer']",2021-09-22T19:39:26Z
bupt-mmai__S2TD,main,0,5,"['image-captioning', 'multimodal-deep-learning', 'paragraph-generation', 'pytorch']",2021-10-17T03:43:04Z
IDEA-CCNL__Fengshenbang-LM,main,349,3777,"['aigc', 'chinese-nlp', 'distributed-training', 'multimodal', 'pretrained-models', 'pytorch', 'transformers']",2021-10-28T09:48:27Z
ekazakos__MTCN,main,4,18,"['action-recognition', 'multimodal', 'temporal-context', 'transfomers']",2021-10-21T06:44:35Z
mmaaz60__mvits_for_class_agnostic_od,main,23,290,"['class-agnostic-detection', 'multimodal-learning', 'object-detection', 'open-world-detection', 'psuedo-labels', 'pytorch']",2021-11-16T09:15:36Z
alanqrwang__keymorph,main,9,43,"['affine', 'brain', 'deep-learning', 'interpretability', 'keypoints', 'multimodal', 'neural-network', 'pytorch', 'registration', 'robust']",2021-11-29T21:52:58Z
mesnico__ALADIN,master,6,17,"['computer-vision', 'cross-modal', 'cross-modal-retrieval', 'deep-learning', 'language-and-vision', 'natural-language-processing', 'pytorch']",2021-12-06T09:55:39Z
docarray__docarray,main,211,2665,"['cross-modal', 'data-structures', 'dataclass', 'deep-learning', 'docarray', 'elasticsearch', 'fastapi', 'machine-learning', 'multi-modal', 'multimodal', 'nearest-neighbor-search', 'nested-data', 'neural-search', 'protobuf', 'pydantic', 'pytorch', 'qdrant', 'semantic-search', 'weaviate']",2021-12-14T15:26:24Z
zjunlp__HVPNeT,main,10,88,"['bert', 'dataset', 'entity-extraction', 'hvpnet', 'information-extraction', 'kg', 'multimodal', 'multimodal-knowledge-graph', 'multimodal-learning', 'naacl', 'ner', 'prefix', 'pytorch', 're', 'relation-extraction']",2021-12-18T04:19:56Z
njustkmg__OMML,Pytorch,97,546,"['classification', 'crossmodal-retrieval', 'imagecaptioning', 'multimodal', 'multimodal-learning', 'paddlepaddle', 'python', 'pytorch']",2022-01-05T12:46:56Z
3dlg-hcvc__tricolo,main,2,16,"['3d', 'computer-vision', 'multimodal-learning', 'natual-language-processing', 'pytorch', 'pytorch-lightning']",2022-01-07T20:43:39Z
uoo723__PMGT,main,4,15,"['deep-learning', 'graph-transformer', 'machine-learning', 'multi-modal-learning', 'python', 'pytorch', 'recommendation']",2022-01-03T05:34:00Z
penghu-cs__DCHN,main,0,6,"['cross-modal-hashing', 'cross-modal-retrieval', 'cross-view-hashing', 'cross-view-retrieval']",2021-12-24T08:51:25Z
penghu-cs__ISVN,main,0,5,"['cross-modal-retrieval', 'cross-view-recognition', 'deep-learning', 'increasing-views', 'semisupervised-learning']",2021-12-28T17:57:41Z
aehrc__cvt2distilgpt2,main,3,46,"['chest-xray-imaging', 'distilgpt2', 'gpt-2', 'huggingface-transformers', 'image-captioning', 'medical-image-analysis', 'mimic-cxr', 'multimodal', 'multimodal-deep-learning', 'pytorch', 'pytorch-lightning', 'vision-transformer']",2022-01-12T05:18:39Z
facebookresearch__multimodal,main,110,1136,[],2022-01-27T20:01:00Z
affjljoo3581__Job-Recommend-Competition,main,4,40,"['attention-mechanism', 'attention-model', 'competition', 'dacon', 'deep-learning', 'multimodal-deep-learning', 'multimodal-learning', 'natural-language-processing', 'nlp', 'pytorch', 'pytorch-lightning', 'tabnet', 'tabular-data', 'wandb']",2022-02-15T09:01:28Z
liuzwin98__DSCMT,main,1,5,"['action-recognition', 'multimodal-deep-learning', 'pytorch', 'transformer-models']",2022-02-22T07:56:46Z
sisinflab__Edge-Graph-Collaborative-Filtering,master,1,2,"['cikm2022', 'collaborative-filtering', 'graph-neural-networks', 'multimodal', 'pytorch', 'recommendation-system', 'reviews']",2022-02-17T15:33:06Z
jpWang__LiLT,main,37,305,"['document-ai', 'document-analysis', 'document-understanding', 'information-extraction', 'multilingual-models', 'multimodal-pre-trained-model', 'nlp']",2022-03-01T03:34:40Z
HUANGLIZI__LViT,main,19,229,"['medical-image-analysis', 'multimodal-learning', 'pytorch', 'segmentation', 'vision-language']",2022-03-10T08:49:09Z
XLearning-SCU__2022-CVPR-DART,main,7,27,"['cross-modality-re-identification', 'learning-with-noisy-labels', 'person-reid']",2022-03-02T01:50:30Z
LeapLabTHU__Pseudo-Q,main,9,136,"['computer-vision', 'cvpr2022', 'deep-learning', 'multimodal-deep-learning', 'pytorch', 'vision-and-language', 'visual-grounding']",2022-03-14T07:15:58Z
samuelyu2002__PACS,main,1,10,"['audiovisual', 'commonsense-reasoning', 'dataset', 'multimodal', 'pytorch', 'question-answering']",2022-03-18T22:42:13Z
zjunlp__MKGformer,main,29,146,"['dataset', 'former', 'kg', 'kgc', 'knowledge-graph', 'link-prediction', 'mkg', 'mkgformer', 'mnre', 'multimodal', 'ner', 'pytorch', 'relation-extraction', 'sigir2022', 'transformer']",2022-04-06T07:51:05Z
Sreyan88__MMER,main,12,44,"['emotion-recognition', 'iemocap', 'multimodal-deep-learning', 'pytorch', 'speech']",2022-03-29T05:26:31Z
sunoh-kim__PLRN,main,0,6,"['attention-mechanism', 'multimodal-learning', 'video-grounding']",2022-04-10T13:02:20Z
Boreas-pxl__M2HSE,main,0,5,"['cross-modal-retrieval', 'deep-learning', 'multi-modal-learning', 'pytorch']",2022-04-02T12:10:29Z
drprojects__DeepViewAgg,release,22,211,"['attention', 'cvpr', 'cvpr2022', 'deep-learning', 'image', 'kitti-360', 'multi-view', 'multimodal', 'multimodal-deep-learning', 'point-cloud', 'point-cloud-segmentation', 'pytorch', 'pytorch-geometric', 's3dis', 'semantic-segmentation', 'torch-points3d']",2022-04-15T23:09:06Z
