full_name,default_branch,forks,watchers,topics,created_at
rayg1234__pytlib,master,2,10,"['computervision', 'deeplearning', 'detection', 'pytorch', 'vae']",2017-11-05T04:45:33Z
lucasxlu__adversarial_tracking,master,0,3,"['computer-vision', 'deep-learning', 'pytorch', 'tracking-by-detection']",2017-11-04T02:47:37Z
ducha-aiki__affnet,master,47,261,"['affine-shape-estimator', 'computer-vision', 'convolutional-networks', 'convolutional-neural-networks', 'deep-learning', 'hessian', 'image-matching', 'image-retrieval', 'local-features', 'pytorch']",2017-11-17T19:07:21Z
hardyqr__CNN-for-Stock-Market-Prediction-PyTorch,master,53,153,"['cnn', 'computer-vision', 'finance', 'time-series']",2017-11-13T04:48:25Z
sumitkeswani__Captioning-VQA,master,2,1,"['computer-vision', 'deep-learning', 'image-captioning', 'natural-language-processing', 'pytorch', 'vqa']",2017-11-17T22:38:22Z
NVIDIA__pix2pixHD,master,1363,6459,"['computer-graphics', 'computer-vision', 'deep-learning', 'deep-neural-networks', 'gan', 'generative-adversarial-network', 'image-to-image-translation', 'pix2pix', 'pytorch']",2017-12-01T19:19:14Z
hysts__pytorch_image_classification,master,296,1294,"['cifar10', 'computer-vision', 'fashion-mnist', 'imagenet', 'pytorch']",2017-12-09T22:32:57Z
DIYer22__boxx,master,40,467,"['awesome-python', 'computer-vision', 'debug', 'debugging', 'deep-learning', 'hack', 'pytorch', 'pytorch-debug', 'scientific-computing', 'toolbox']",2017-11-26T09:35:12Z
lquirosd__P2PaLA,master,44,187,"['computer-vision', 'deep-neural-networks', 'document-layout-analysis', 'gan', 'generative-adversarial-network', 'handwritten-text-recognition', 'image-segmentation', 'page-xml', 'pix2pix', 'pytorch']",2017-11-28T13:58:06Z
kalifou__tme_9_rdfia,master,0,0,"['computer-vision', 'deep-learning', 'pytorch', 'transfer-learning']",2017-12-06T15:34:54Z
aitorzip__PyTorch-CycleGAN,master,279,1123,"['artificial-intelligence', 'computer-graphics', 'computer-vision', 'cyclegan', 'deep-learning', 'generative-adversarial-network', 'image-generation', 'image-processing', 'pytorch']",2017-12-12T00:01:28Z
ruiminshen__yolo2-pytorch,master,103,435,"['caffe2', 'computer-vision', 'deep-learning', 'deep-neural-networks', 'object-detection', 'onnx', 'python', 'pytorch', 'yolo2']",2017-12-23T04:30:38Z
hysts__pytorch_shake_shake,master,15,110,"['cifar10', 'computer-vision', 'pytorch']",2017-12-23T05:22:47Z
ddlee-cn__awesome_cnn,master,14,35,"['artificial-intelligence', 'cnn', 'cnn-network', 'computer-vision', 'deep-learning', 'neural-network']",2017-12-12T03:58:07Z
zzy123abc__pig_face_recognition,master,11,23,"['baselines', 'classification', 'computer-vision', 'deep-learning', 'pytorch']",2017-12-19T07:41:50Z
hysts__pytorch_resnet,master,7,17,"['cifar10', 'computer-vision', 'pytorch']",2017-12-23T05:19:24Z
mesnico__learning-relationship-aware-visual-features,cefrl2018,2,17,"['clevr', 'computer-vision', 'deep-feature-extraction', 'deep-features', 'deep-learning', 'eccv-2018', 'image-processing', 'pytorch', 'relational-reasoning', 'relationship-extraction', 'relationships']",2017-12-21T15:44:33Z
hysts__pytorch_cutout,master,1,15,"['cifar10', 'computer-vision', 'pytorch']",2017-12-23T05:22:21Z
hysts__pytorch_resnet_preact,master,3,10,"['cifar10', 'computer-vision', 'pytorch']",2017-12-23T05:20:58Z
hysts__pytorch_wrn,master,3,9,"['cifar10', 'computer-vision', 'pytorch']",2017-12-23T05:21:12Z
alvinwan__emotion-based-dog-filter,master,6,8,"['adversarial-examples', 'computer-vision', 'dog-filter', 'face-detection', 'face-recognition', 'machine-learning', 'opencv', 'python3', 'pytorch']",2017-12-14T07:28:12Z
hysts__pytorch_random_erasing,master,0,7,"['cifar10', 'computer-vision', 'pytorch']",2017-12-23T05:22:33Z
sagarverma__EgoActionRecognition,master,3,6,"['action-recognition', 'cnn', 'computer-vision', 'first-person', 'lstm', 'pytorch', 'pytorch-cnn']",2017-12-26T06:39:12Z
hysts__pytorch_resnext,master,0,4,"['cifar10', 'computer-vision', 'pytorch']",2017-12-23T05:22:01Z
hysts__pytorch_densenet,master,0,1,"['cifar10', 'computer-vision', 'pytorch']",2017-12-23T05:21:34Z
hysts__pytorch_pyramidnet,master,2,0,"['cifar10', 'computer-vision', 'pytorch']",2017-12-23T05:21:48Z
hysts__pytorch_senet,master,1,0,"['cifar10', 'computer-vision', 'pytorch']",2017-12-23T05:58:08Z
hsgodhia__pix2pix-680,master,0,0,"['deep-learning', 'pix2pix', 'python', 'pytorch', 'vision']",2017-12-16T20:05:25Z
ThibaultGROUEIX__AtlasNet,master,120,641,"['3d', '3d-deep-learning', 'computer-vision', 'cvpr2018', 'geometry-processing', 'pytorch']",2018-01-10T18:40:02Z
jacobgil__pytorch-zssr,master,43,198,"['computer-vision', 'deep-learning', 'pytorch', 'super-resolution']",2018-01-04T17:08:44Z
WynMew__FaceAttribute,master,40,136,"['computer-vision', 'deep-learning', 'face', 'face-attributes', 'pytorch']",2018-01-12T01:24:30Z
mseitzer__srgan,master,13,42,"['computer-vision', 'deep-learning', 'gan', 'generative-adversarial-network', 'pytorch', 'super-resolution']",2018-01-02T16:51:23Z
alvinwan__finger-detection-lite,master,2,15,"['cnn-classification', 'computer-vision', 'finger-detection', 'hand-detection', 'object-detection', 'pytorch']",2017-12-28T07:21:47Z
hysts__pytorch_mixup,master,2,13,"['cifar10', 'computer-vision', 'pytorch']",2017-12-28T23:08:57Z
Kowasaki__ForesAI,master,2,2,"['camera', 'computer-vision', 'jetson-tx2', 'machine-learning', 'movidius', 'object-detection', 'opencv-python', 'pytorch', 'semantic-segmentation', 'tensorflow']",2018-01-11T16:12:42Z
cs230-stanford__cs230-code-examples,master,904,2995,"['computer-vision', 'natural-language-processing', 'pytorch', 'tensorflow']",2018-01-13T19:40:37Z
akamaster__pytorch_resnet_cifar10,master,323,1118,"['cifar', 'pytorch', 'resnet', 'resnet-cifar', 'resnet110', 'resnet1202', 'resnet20', 'resnet32', 'resnet44', 'resnet56', 'torchvision-models-cifar']",2018-01-15T09:50:56Z
hysts__pytorch_mpiigaze,master,83,329,"['computer-vision', 'gaze', 'gaze-estimation', 'pytorch']",2018-01-17T21:24:47Z
dmarnerides__pydlt,master,15,204,"['computer-vision', 'deep-learning', 'pytorch', 'toolbox']",2018-01-28T01:16:03Z
zzy123abc__distributed-pytorch,master,10,17,"['computer-vision', 'deep-learning', 'distributed', 'python', 'pytorch']",2018-01-13T09:11:00Z
jay-z007__Text-to-Image-Synthesis,master,5,10,"['computer-vision', 'dcgan', 'image-generation', 'pytorch']",2018-01-18T05:00:52Z
oneTaken__pytorch_fast_style_transfer,master,2,8,"['computer-vision', 'pytorch', 'style-transfer']",2018-01-13T02:37:48Z
eosay__robotCNN,master,3,2,"['computer-vision', 'convolutional-neural-networks', 'image-classification', 'pytorch', 'robotics']",2018-01-14T20:10:06Z
deblinaml__Computer-Vision,master,2,1,"['computer-vision', 'detection', 'gan', 'generative-adversarial-network', 'opencv-python', 'pytorch', 'single-shot-multibox-detector', 'ssd', 'yolo9000']",2018-01-26T06:15:10Z
soapisnotfat__pix2pix,master,0,0,"['boundary-equlibrium-gan', 'computer-vision', 'cycle-gan', 'generative-adversarial-network', 'python', 'pytorch']",2018-01-14T03:39:22Z
RobotLocomotion__pytorch-dense-correspondence,master,133,547,"['3d', 'artificial-intelligence', 'computer-vision', 'deep-learning', 'manipulation', 'pytorch', 'robotics', 'self-supervised-learning', 'vision']",2018-02-13T16:41:18Z
hassony2__torch_videovision,master,44,265,"['data-augmentation', 'i3d', 'pytorch', 'transforms', 'video']",2018-01-29T09:44:33Z
alekseynp__keras-torchvision,master,0,6,"['keras', 'neural-networks', 'pretrained-models', 'pytorch', 'tensorflow']",2018-02-05T21:48:19Z
wasidennis__AdaptSegNet,master,202,832,"['adversarial-learning', 'computer-vision', 'deep-learning', 'domain-adaptation', 'generative-adversarial-network', 'pytorch', 'semantic-segmentation']",2018-02-21T19:44:10Z
perone__medicaltorch,master,125,829,"['computer-vision', 'deep-learning', 'machine-learning', 'medical-imaging', 'python', 'pytorch']",2018-02-27T02:50:07Z
hfslyc__AdvSemiSeg,master,131,495,"['adversarial-learning', 'computer-vision', 'deep-learning', 'pytorch', 'semantic-segmentation', 'semi-supervised-learning']",2018-02-22T02:42:51Z
yunxiaoshi__Neural-IMage-Assessment,master,89,484,"['computer-vision', 'image-enhancement', 'machine-learning', 'photo-editing']",2018-02-17T07:21:49Z
tomrunia__PyTorchConv3D,master,27,179,"['3d-models', 'computer-vision', 'deep-learning', 'i3d', 'pytorch', 'resnet']",2018-03-01T16:05:29Z
eveningglow__BicycleGAN-pytorch,master,15,98,"['bicyclegan', 'computer-vision', 'cyclegan', 'deep-learning', 'gan', 'generative-adversarial-network', 'image-translation', 'pytorch']",2018-02-26T15:19:39Z
ezhan94__multiagent-programmatic-supervision,master,18,60,[],2018-02-27T00:35:44Z
BCV-Uniandes__SMIT,master,11,37,"['computer-vision', 'gans', 'generative-adversarial-network', 'iccv2019', 'image-to-image-translation', 'image-translation', 'pytorch', 'smit']",2018-02-21T19:44:00Z
bkj__basenet,master,10,19,"['computer-vision', 'machine-learning', 'neural-network', 'nlp', 'pytorch']",2018-02-14T16:59:50Z
wojciechmo__crn,master,5,19,"['computer-vision', 'deep-learning', 'pytorch']",2018-02-24T18:20:04Z
Ougui9__Facial_Keypoints_detection,master,2,6,"['computer-vision', 'deep-learning']",2018-02-21T21:09:09Z
KaiyangZhou__deep-person-reid,master,1110,4065,"['computer-vision', 'cross-domain', 'deep-learning', 'deep-neural-networks', 'image-retrieval', 'machine-learning', 'metric-learning', 'person-reid', 'person-reidentification', 'pytorch', 're-ranking']",2018-03-11T21:14:39Z
haitongli__knowledge-distillation-pytorch,master,339,1744,"['cifar10', 'computer-vision', 'dark-knowledge', 'deep-neural-networks', 'knowledge-distillation', 'model-compression', 'pytorch']",2018-03-09T23:58:31Z
rowanz__neural-motifs,master,116,508,"['pytorch', 'scene-graph', 'vision', 'visual-genome']",2018-03-08T23:50:52Z
weigq__3d_pose_baseline_pytorch,master,62,358,"['3d-pose-estimation', 'computer-vision', 'pose-estimation', 'pytorch']",2018-03-17T09:01:11Z
truskovskiyk__nima.pytorch,master,81,313,"['arxiv', 'computer-vision', 'deep-learning', 'machine-learning', 'neural-network', 'nima', 'python', 'pytorch']",2018-03-13T19:49:24Z
kkleidal__GridLSTM-PyTorch,master,3,18,"['computer-vision', 'lstm', 'lstm-model', 'lstm-neural-networks', 'neural-network', 'pytorch']",2018-03-09T01:09:27Z
prajjwal1__person-reid-incremental,master,8,15,"['computer-vision', 'deep-learning', 'person-reidentification', 'pytorch']",2018-03-03T07:20:54Z
shvetsiya__mask-rcnn,master,0,12,"['computer-vision', 'deep-learning', 'microscopy', 'object-detection', 'python', 'pytorch']",2018-03-04T18:55:20Z
benchang0424__DLCV2018SPRING,master,1,6,"['action-recognition', 'computer-vision', 'deep-learning', 'feature-disentanglement', 'feature-extraction', 'image-generation', 'image-segmentation', 'pytorch', 'semantic-segmentation', 'seq2seq']",2018-03-15T03:37:13Z
wllqwzx__faster-rcnn-pytorch,master,2,4,"['computer-vision', 'deep-learning', 'deep-neural-networks', 'faster-rcnn', 'object-detection', 'pytorch', 'pytorch-implmention', 'rcnn']",2018-03-06T16:38:57Z
stanleynguyen__corolization,master,1,2,"['artificial-intelligence', 'computer-vision', 'generative-adversarial-network', 'pytorch']",2018-03-11T07:35:15Z
hesampakdaman__ppgn-disc,master,0,1,"['computervision', 'deeplearning', 'generative-adversarial-network', 'generative-models', 'machinelearning', 'pytorch']",2018-03-03T09:56:12Z
seung-lab__pytorch-emvision,master,3,0,[],2018-03-10T03:30:43Z
JiaRenChang__PSMNet,master,422,1370,"['psmnet', 'pytorch', 'stereo-matching', 'stereo-vision']",2018-03-19T08:06:18Z
KaiyangZhou__pytorch-center-loss,master,218,928,"['center-loss', 'computer-vision', 'deep-learning', 'feature-learning', 'loss-functions', 'python', 'pytorch']",2018-03-21T16:12:01Z
ultralytics__velocity,master,10,33,"['deep-learning', 'machine-learning', 'machine-vision', 'opencv-python', 'pytorch', 'tensorflow']",2018-03-23T17:46:15Z
bezorro__ACMN-Pytorch,master,5,30,"['computer-vision', 'deep-learning', 'natural-language-processing', 'pytorch', 'visual-reasoning']",2018-04-02T08:14:27Z
burklight__GANcedonia,master,1,2,"['computer-graphics', 'computer-vision', 'cyclegan', 'deep-learning', 'gan', 'gans', 'generative-adversarial-network', 'image-generation', 'neural-networks', 'object-manipulation', 'pytorch']",2018-03-23T12:54:28Z
hendrycks__robustness,master,141,941,"['computer-vision', 'convolutional-neural-networks', 'deep-learning', 'domain-generalization', 'imagenet', 'machine-learning', 'ml-safety', 'pytorch', 'robustness']",2018-04-06T03:50:57Z
ProGamerGov__pytorch-convis,master,4,17,"['cnn', 'convis', 'heatmap', 'machine-learning', 'network-in-network', 'neural-style-pt', 'nin', 'pytorch', 'vgg', 'vision', 'visualisation', 'visualization']",2018-04-14T03:11:40Z
wondervictor__dpl.pytorch,master,2,7,"['computer-vision', 'deep-learning', 'object-detection', 'weakly-supervised-detection', 'weakly-supervised-learning']",2018-04-12T07:42:31Z
yilmazbaysal__scene-classifier,master,1,0,"['computer-vision', 'deep-learning', 'neural-network', 'python', 'pytorch', 'scene-classification']",2018-04-13T06:44:10Z
zhirongw__lemniscate.pytorch,master,131,731,"['computer-vision', 'cvpr2018', 'deep-learning', 'imagenet', 'nce', 'pytorch', 'representation-learning', 'self-supervised-learning', 'unsupervised-learning']",2018-05-04T08:59:24Z
KaiyangZhou__pytorch-vsumm-reinforce,master,146,450,"['computer-vision', 'deep-learning', 'machine-learning', 'policy-network', 'reinforcement-learning', 'unsupervised-learning', 'video-summarization']",2018-04-19T16:36:11Z
levyfan__reid-mgn,master,50,153,"['computer-vision', 'pattern-recognition', 'person-reid', 'person-reidentification', 'pytorch']",2018-04-28T07:55:53Z
ntrang086__image_captioning,master,41,69,"['cnn', 'computer-vision', 'encoder-decoder', 'image-captioning', 'mscoco', 'nlp', 'pytorch', 'rnn-model']",2018-04-28T14:36:22Z
agakshat__visualdialog-pytorch,master,2,14,"['communication', 'computer-vision', 'convolutional-neural-networks', 'curriculum-learning', 'cvpr2018', 'dialog', 'emergent-behavior', 'icml', 'machine-learning', 'multi-agent', 'natural-language-processing', 'pytorch', 'recurrent-neural-networks', 'reinforce', 'reinforcement-learning', 'visual-dialog']",2018-05-04T21:06:30Z
kumar-shridhar__PyTorch-Super-Resolution,master,6,9,"['cnn', 'computer-vision', 'highresolution', 'pytorch', 'superresolution', 'text']",2018-04-27T19:56:27Z
Kexiii__pytorch-hymenoptera,master,2,6,"['computer-vision', 'convolutional-neural-networks', 'deep-learning', 'pytorch']",2018-04-28T12:58:42Z
rkdasari__two-stream-actionrecognition-win10-py36-cuda90,master,0,6,"['action-recognition', 'computer-vision', 'python-3-6', 'pytorch']",2018-04-27T16:31:11Z
escorciav__moments-retrieval,internship,0,2,"['artificial-intelligence', 'computer-vision', 'python3', 'pytorch', 'video-understanding']",2018-04-27T20:23:50Z
kuanghuei__SCAN,master,106,505,"['computer-vision', 'cross-modal', 'deep-learning', 'image-captioning', 'neural-network', 'pytorch', 'visual-semantic']",2018-05-11T18:37:52Z
huybery__VisualizingCNN,master,38,187,"['computer-vision', 'convolutional-neural-networks', 'deeplearning']",2018-05-08T05:36:15Z
saurabhsharma1993__pose-transfer,master,15,80,"['computervision', 'generative-adversarial-network', 'humanpose']",2018-05-19T17:19:43Z
ruiminshen__openpose-pytorch,master,14,77,"['caffe2', 'computer-vision', 'deep-learning', 'keypoint-estimation', 'onnx', 'openpose', 'python', 'pytorch', 'tensorflow']",2018-05-11T14:12:15Z
JiaxinZhuang__Skin-Lesion-Recognition.Pytorch,master,10,41,"['biomedical-image-processing', 'classification', 'computer-vision', 'deep-learning', 'imbalanced-data', 'isic-2018', 'isic2018', 'melanoma-recognition', 'miccai', 'miccai2018-grandchanllage', 'pytorch', 'skin-lesion-analysis']",2018-05-12T15:05:20Z
ehsanik__vision-hw5,master,24,11,[],2018-05-12T07:58:01Z
theeluwin__pytorch-quadratum,master,1,6,"['computer-vision', 'deep-learning', 'preprocessing', 'pytorch', 'torchvision']",2018-05-15T14:47:16Z
daigo0927__DataUtils,master,0,6,"['computer-vision', 'deep-learning', 'pytorch', 'video-processing']",2018-05-17T09:59:38Z
sgrvinod__a-PyTorch-Tutorial-to-Image-Captioning,master,705,2603,"['attention-mechanism', 'computer-vision', 'encoder-decoder', 'image-captioning', 'mscoco', 'pytorch', 'pytorch-tutorial', 'show-attend-and-tell']",2018-05-30T03:00:58Z
OniroAI__MonoDepth-PyTorch,master,127,531,"['computer-vision', 'deep-learning', 'depth-estimation', 'monodepth', 'pytorch', 'stereo']",2018-05-24T09:47:56Z
bertinetto__r2d2,master,18,114,"['classification', 'computer-vision', 'deep-learning', 'few-shot-learning', 'iclr2019', 'machine-learning', 'meta-learning', 'pytorch']",2018-05-21T17:02:02Z
ai-med__quickNAT_pytorch,master,35,97,"['ai', 'bayesian', 'biomarkers', 'brain-imaging', 'computer-vision', 'convolutional-neural-networks', 'deep-learning', 'machine-learning', 'medical-imaging', 'mri-images', 'neuroanatomy', 'pytorch', 'quality-control', 'segmentation', 'uncertainty']",2018-05-24T09:14:20Z
karoly-hars__DE_resnet_unet_hyb,master,14,55,"['artificial-intelligence', 'cnn', 'computer-vision', 'deep-learning', 'depth-estimation', 'neural-networks', 'nyu-depth', 'nyu-depth-v2', 'pytorch', 'resnet', 'unet']",2018-06-04T11:45:24Z
klatimer__vision-project,master,0,0,[],2018-05-26T20:05:55Z
JDAI-CV__fast-reid,master,826,3218,"['apex', 'baseline', 'computer-vision', 'image-retrieval', 'image-search', 'open-reid', 'person-reid', 'person-reidentification', 'pytorch', 'random-erasing', 're-identification', 're-ranking', 'reids', 'sota', 'toolbox']",2018-06-06T09:08:20Z
NVlabs__PWC-Net,master,355,1573,"['caffe', 'computer-vision', 'cvpr2018', 'deeplearning', 'optical-flow', 'pwc-net', 'pytorch']",2018-06-13T16:17:35Z
fangchangma__self-supervised-depth-completion,master,133,598,"['computer-vision', 'deep-learning', 'depth-completion', 'depth-estimation', 'depth-prediction', 'kitti-dataset', 'lidar', 'pytorch', 'self-supervised-learning']",2018-06-21T07:29:54Z
GengDavid__pytorch-cpn,master,102,475,"['computer-vision', 'deep-learning', 'deep-neural-networks', 'keypoint-estimation', 'keypoint-localization', 'pose-estimation', 'pytorch']",2018-06-21T15:45:20Z
fregu856__3DOD_thesis,master,71,278,"['3d-deep-learning', '3d-detection', 'autonomous-driving', 'computer-vision', 'deep-learning', 'machine-learning', 'object-detection', 'pytorch']",2018-06-07T16:12:34Z
