full_name,default_branch,forks,watchers,topics,created_at
nashory__rl-playground,master,0,1,"['deep', 'examples', 'games', 'ode', 'pytorch', 'q-learning', 'reinforcement-learning', 'tutorials']",2017-10-03T04:58:11Z
SummerHuiZhang__deep-reinforcement-learning-pytorch,master,0,0,[],2017-10-06T07:32:20Z
falcondai__rl-baseline-py,master,0,0,"['deep-learning', 'openai-gym', 'pytorch', 'reinforcement-learning']",2017-10-03T08:55:51Z
Khrylx__PyTorch-RL,master,184,1016,"['a2c', 'deep-reinforcement-learning', 'fisher-vectors', 'generative-adversarial-network', 'policy-gradient', 'ppo', 'proximal-policy-optimization', 'pytorch', 'pytorch-rl', 'reinforcement-learning', 'trpo']",2017-10-17T15:50:29Z
hzxsnczpku__banrinochoujou,master,0,9,"['python', 'pytorch', 'reinforcement-learning']",2017-10-22T06:45:08Z
nashory__rl-tutorial-by-games,master,1,5,"['a2c', 'atari', 'deep-learning', 'dqn', 'game', 'pytorch', 'reinforcement-learning', 'tutorial']",2017-10-14T10:27:37Z
ChenglongChen__pytorch-DRL,master,105,472,"['a2c', 'acktr', 'actor-critic', 'advantage-actor-critic', 'ddpg', 'deep-deterministic-policy-gradient', 'deep-q-network', 'deep-reinforcement-learning', 'dqn', 'drl', 'madrl', 'multi-agent', 'ppo', 'proximal-policy-optimization', 'pytorch', 'reinforcement-learning', 'rl']",2017-10-26T16:45:12Z
araffin__srl-zoo,master,18,156,"['autoencoder', 'deep-learning', 'forward-model', 'inverse-model', 'neural-network', 'pytorch', 'reinforcement-learning', 'representation-learning', 'srl', 'state-representation-learning', 'vae']",2017-10-30T15:52:28Z
kdexd__lang-emerge-parlai,master,14,106,"['emnlp', 'language-grounding', 'parlai', 'pytorch', 'reinforcement-learning']",2017-11-08T20:38:32Z
lnpalmer__A2C,master,9,42,"['cuda', 'deep-learning', 'machine-learning', 'neural-network', 'openai-gym', 'pytorch', 'reinforcement-learning']",2017-11-03T16:38:44Z
cnheider__gym_solutions,master,0,3,"['gym', 'machine-learning', 'markov-decision-processes', 'python', 'pytorch', 'reinforcement-learning', 'value-iteration']",2017-11-07T19:08:46Z
jasonkriss__bootcamp,master,0,0,"['deep-learning', 'openai-gym', 'pytorch', 'reinforcement-learning']",2017-10-28T00:16:09Z
devendrachaplot__DeepRL-Grounding,master,37,235,"['a3c-lstm', 'gated-attention', 'language-grounding', 'pytorch', 'pytorch-rl', 'reinforcement-learning']",2017-11-21T21:06:33Z
Scitator__Run-Skeleton-Run,master,14,84,"['actor-critic', 'ddpg', 'ddpg-agent', 'nips', 'nips-2017', 'physics-based', 'ppo', 'pytorch', 'pytorch-solution', 'reinforcement-learning', 'tensorflow', 'trpo']",2017-11-15T18:04:29Z
lnpalmer__PPO,master,9,50,"['cuda', 'deep-learning', 'machine-learning', 'openai-gym', 'proximal-policy-optimization', 'pytorch', 'reinforcement-learning']",2017-11-24T02:15:19Z
nhynes__abc,master,7,25,"['deep-reinforcement-learning', 'gan', 'pytorch', 'seqgan']",2017-11-12T18:39:13Z
Shivanshu-Gupta__Pytorch-Double-DQN,master,0,9,"['deep-learning', 'deep-reinforcement-learning', 'double-dqn', 'gym', 'pytorch']",2017-11-15T20:19:29Z
p-kar__a2c-acktr-vizdoom,master,4,8,"['machine-learning', 'neural-networks', 'pytorch', 'reinforcement-learning', 'vizdoom']",2017-11-23T01:03:32Z
beckybai__reinforcement_learning_pytorch,master,1,2,[],2017-11-20T03:53:52Z
hengyuan-hu__rainbow,master,23,161,"['dqn', 'pytorch', 'rainbow', 'reinforcement-learning']",2017-11-29T21:07:27Z
junxiaosong__AlphaZero_Gomoku,master,983,3129,"['alphago', 'alphago-zero', 'alphazero', 'board-game', 'gobang', 'gomoku', 'lasagne', 'mcts', 'monte-carlo-tree-search', 'pytorch', 'reinforcement-learning', 'rl', 'self-learning', 'tensorflow', 'theano']",2017-12-21T09:49:40Z
zutshianand__Self_Driving_Car_AI,master,1,1,"['deepq-learning', 'kivy', 'python', 'pytorch', 'reinforcement-learning', 'self-driving-car']",2017-12-14T18:08:28Z
robertmacyiii__pytorch-reinforcement-learning,master,0,0,[],2017-12-24T05:40:26Z
sobamchan__reinforce_algorithm_pytorch,master,0,0,[],2017-12-18T09:16:03Z
Ja1r0__DQN-play-FlappyBird,master,0,0,"['dqn', 'flappy-bird-game', 'reinforcement-learning']",2017-12-15T11:48:30Z
khushhallchandra__pytorch-rl,master,2,15,"['artificial-intelligence', 'ddpg', 'deep-learning', 'dqn', 'openai-gym', 'python', 'pytorch', 'reinforcement-learning', 'reinforcement-learning-algorithms', 'rl-agents']",2018-01-07T13:30:09Z
jimimvp__torch_rl,master,2,11,"['artificial-intelligence', 'ddpg', 'ddpg-algorithm', 'hindsight-experience-replay', 'hindsight-policy-gradients', 'neural-networks', 'ppo', 'reinforcement-learning', 'spiking-networks', 'torch-rl']",2018-01-12T20:44:41Z
mufeili__Berkeley_CS294_fall2017,master,0,6,"['deep-reinforcement-learning', 'pytorch']",2017-12-29T14:49:04Z
utkarshmalik211__Self-DrivingCar,master,0,0,"['kivy3', 'pytorch', 'q-learning', 'reinforcement-learning']",2018-01-04T06:34:19Z
TianhongDai__reinforcement-learning-algorithms,master,142,636,"['a2c', 'actor-critic', 'algorithm', 'atari2600', 'ddpg', 'deep-learning', 'deep-reinforcement-learning', 'dqn', 'dueling-dqn', 'flappy-bird', 'ppo', 'proximal-policy-optimization', 'pytorch', 'sac', 'soft-actor-critic', 'trpo', 'trust-region-policy-optimization']",2018-01-13T23:02:14Z
araffin__robotics-rl-srl,master,90,586,"['arm', 'baselines', 'baxter-robot', 'gym', 'kuka', 'pybullet', 'pytorch', 'reinforcement-learning', 'representation-learning', 'robotics', 'state']",2018-01-18T16:23:17Z
dylandjian__SuperGo,master,65,277,"['alphago', 'alphago-zero', 'machine-learning', 'mcts', 'python3', 'pytorch', 'reinforcement-learning']",2018-01-16T13:08:27Z
megvii-research__pytorch-gym,master,14,40,"['bullet-gym', 'ddpg', 'gym', 'pytorch', 'reinforcement-learning']",2018-01-23T06:36:51Z
zafarali__policy-gradient-methods,master,6,25,"['policy-gradient', 'reinforcement-learning']",2018-01-19T21:36:14Z
philipshurpik__reinforce-experiments,master,3,2,"['cartpole', 'deep-learning', 'machine-learning', 'openai-gym', 'pytorch', 'reinforcement-learning', 'tensorflow']",2018-01-23T23:21:05Z
mabirck__CS294-DeepRL,master,0,1,"['cs294', 'deep-learning', 'deep-neural-networks', 'deep-reinforcement-learning', 'neural-networks', 'off-policy', 'on-policy', 'policy-gradient', 'pytorch', 'pytorch-tutorials', 'reinforcement', 'reinforcement-learning']",2018-01-15T12:32:29Z
BindsNET__bindsnet,master,331,1382,"['dynamic', 'gpu-computing', 'machine-learning', 'neurons', 'pytorch', 'reinforcement-learning', 'simulation', 'snn', 'spiking-neural-networks', 'stdp', 'synapse']",2018-02-09T19:42:37Z
TianhongDai__distributed-ppo,master,10,57,"['multiprocess', 'ppo', 'proximal-policy-optimization', 'pytorch', 'reinforcement-learning-algorithms']",2018-02-02T01:41:02Z
fshamshirdar__pytorch-rdpg,master,23,48,"['continuous-control', 'deep-reinforcement-learning', 'pytorch', 'rdpg', 'recurrent-neural-networks']",2018-02-10T09:56:28Z
ArvindSoma__a3c-super-mario-pytorch,master,11,36,"['a3c', 'a3c-lstm', 'deep-reinforcement-learning', 'mario-nes-environment', 'multiprocessing', 'openai-gym', 'python', 'pytorch', 'reinforcement-learning', 'super-mario-bros']",2018-02-09T00:39:51Z
hypnosapos__cartpole-rl-remote,master,3,25,"['artificial-intelligence', 'cartpole', 'keras', 'keras-neural-networks', 'kubeflow', 'kubernetes-cluster', 'machine-learning', 'mlflow', 'mlops', 'polyaxon', 'pytorch', 'qlearning', 'reinforcement-learning', 'seldon', 'seldon-core', 'tensorflow']",2018-02-07T14:32:24Z
wing3s__pysc2-rl-mini,master,3,23,"['a3c', 'deep-learning', 'pysc2', 'pytorch', 'reinforcement-learning', 'starcraft-ii', 'tensorboard']",2018-02-02T08:00:27Z
txzhao__rl-zoo,master,10,19,"['double-dqn', 'dqn', 'dyna-q', 'prioritized-experience-replay', 'pytorch-rl', 'reinforcement-learning-algorithms']",2018-02-09T08:42:39Z
masus04__Deep-Reinforcement-Learning-for-Boardgames,master,1,18,"['connect4', 'deeplearning', 'othello', 'pytorch', 'reinforcement-agents', 'reinforcement-learning', 'reinforcement-learning-playground', 'tictactoe']",2018-01-29T01:13:13Z
SSS135__pytorch-rl-kit,master,1,3,"['actor-critic', 'ale', 'atari', 'deep-learning', 'deep-neural-networks', 'deep-reinforcement-learning', 'gym', 'gym-environment', 'ppo', 'proximal-policy-optimization', 'pytorch']",2018-02-08T16:05:50Z
Grzego__game-level-gan,master,0,1,"['gan', 'gans', 'generative-adversarial-network', 'pytorch', 'reinforcement-learning', 'rl']",2018-02-05T17:02:31Z
navneet-nmk__pytorch-rl,master,57,438,"['ddpg', 'deep-learning', 'deep-reinforcement-learning', 'dqn', 'experience-replay', 'gan', 'generative-adversarial-network', 'gym', 'mujoco', 'mujoco-py', 'openai', 'openai-gym', 'policy-gradient', 'pytorch', 'reinforcement-learning', 'rl-algorithms', 'robotics', 'vae', 'vae-gan', 'variational-autoencoder']",2018-02-28T18:10:10Z
devendrachaplot__Neural-Localization,master,39,207,"['localization', 'neural-networks', 'pytorch', 'pytorch-rl', 'reinforcement-learning']",2018-02-24T04:33:27Z
pemami4911__sinkhorn-policy-gradient.pytorch,master,10,38,"['combinatorial-optimization', 'contextual-bandits', 'deep-learning', 'permutation-algorithms', 'reinforcement-learning']",2018-03-01T23:30:19Z
koulanurag__vpn,master,0,1,"['deep-learning', 'planning', 'reinforcement-learning']",2018-02-28T06:59:53Z
oxwhirl__treeqn,master,18,87,"['deep-learning', 'deep-reinforcement-learning', 'openai-gym', 'pytorch', 'reinforcement-learning']",2018-03-08T10:35:13Z
Officium__RL-Experiments,master,8,50,"['a2c', 'dqn', 'ppo', 'pytorch', 'rainbow', 'reinforce', 'rl-experiments', 'trpo']",2018-03-12T06:40:39Z
koulanurag__pfa,master,0,1,"['policy-gradient', 'pytorch', 'reinforcement-learning']",2018-03-10T04:02:16Z
activatedgeek__torchrl,master,9,110,"['deep-learning', 'deep-reinforcement-learning', 'dqn', 'machine-learning', 'policy-gradient', 'python3', 'pytorch', 'reinforcement-learning', 'reinforcement-learning-algorithms']",2018-04-01T07:22:48Z
chinancheng__DDQN.pytorch,master,6,20,"['ddqn', 'deep-q-learning', 'deep-reinforcement-learning', 'pytorch']",2018-03-26T07:05:20Z
airaria__AlphaZero_Gomoku_WuZiQi,master,0,10,"['alphago-zero', 'alphazero', 'gomuku', 'mcts', 'pytorch', 'reinforcement-learning']",2018-03-20T01:11:33Z
yuxiangdai__tictactoe_reinforcement_learning,master,1,1,"['pytorch', 'reinforcement-learning']",2018-03-26T23:47:59Z
Abhipanda4__DDPG-PyTorch,master,1,0,"['ddpg', 'deep-reinforcement-learning', 'pytorch', 'reinforcement-learning']",2018-03-28T14:54:52Z
ITE-5th__image-captioning-gan,master,6,23,"['cgan', 'coco-dataset', 'deep-learning', 'image-captioning', 'image-to-text', 'policy-gradient', 'pytorch', 'reinforcement-learning']",2018-04-10T21:08:59Z
Wentong-DST__self-critical,master,2,20,"['deep-learning', 'image-captioning', 'mscoco-dataset', 'pytorch', 'reinforcement-learning']",2018-04-16T04:52:34Z
lx10077__rlpy,master,1,1,"['a2c', 'control-variates', 'mujoco-environments', 'ppo', 'pytorch', 'reinforcement-learning', 'trpo']",2018-04-08T12:30:42Z
KaiyangZhou__pytorch-vsumm-reinforce,master,146,450,"['computer-vision', 'deep-learning', 'machine-learning', 'policy-network', 'reinforcement-learning', 'unsupervised-learning', 'video-summarization']",2018-04-19T16:36:11Z
rlgraph__rlgraph,master,39,314,"['deep-learning', 'deep-reinforcement-learning', 'dqn', 'machine-learning', 'neural-networks', 'ppo', 'pytorch', 'reinforcement-learning', 'tensorflow']",2018-05-04T19:19:19Z
sirmammingtonham__alphastone,master,7,26,"['ai', 'alpha-zero', 'deep-learning', 'deep-reinforcement-learning', 'hearthstone', 'ismcts', 'monte-carlo-tree-search', 'pytorch', 'self-play']",2018-04-29T19:12:58Z
agakshat__visualdialog-pytorch,master,2,14,"['communication', 'computer-vision', 'convolutional-neural-networks', 'curriculum-learning', 'cvpr2018', 'dialog', 'emergent-behavior', 'icml', 'machine-learning', 'multi-agent', 'natural-language-processing', 'pytorch', 'recurrent-neural-networks', 'reinforce', 'reinforcement-learning', 'visual-dialog']",2018-05-04T21:06:30Z
tzwang1__bloopy-chess,master,0,3,"['nodejs', 'python', 'pytorch', 'react', 'reinforcement-learning']",2018-04-25T19:18:30Z
zhengfeiwang__pytorch-deep-learning,master,0,1,"['deep-learning', 'image-classification', 'python', 'pytorch', 'reinforcement-learning']",2018-04-30T10:53:27Z
bemova__Deep_reinforcement_learning,master,0,1,"['open-ai-gym', 'pytorch', 'reinforcement-learning']",2018-04-30T13:56:36Z
speedcell4__houttuynia,master,0,1,"['deep-learning', 'pytorch', 'reinforcement-learning', 'scheduler']",2018-04-24T01:19:22Z
d-kicinski__Deep-Reinforcement-Learning,master,0,1,"['python', 'pytorch', 'reinforcement-learning', 'tensorflow']",2018-05-03T16:53:52Z
VashishtMadhavan__pytorch_rl,master,0,0,"['deep-learning', 'machine-learning', 'openai-gym', 'pytorch', 'reinforcement-learning']",2018-04-29T23:02:28Z
PacktPublishing__Hands-On-Intelligent-Agents-with-OpenAI-Gym,master,134,336,"['actor-critic', 'advantage-actor-critic', 'carla-driving-simulator', 'carla-simulator', 'deep-reinforcement-learning', 'dqn', 'intelligent-agents', 'learning-agents', 'openai-gym', 'pytorch', 'pytorch-a3c', 'pytorch-carla']",2018-05-09T09:21:53Z
MillionIntegrals__vel,master,33,275,"['convolutional-neural-networks', 'deep-learning', 'python', 'pytorch', 'reinforcement-learning']",2018-05-09T20:16:48Z
AnesBenmerzoug__Machine-Learning-Projects,master,0,2,"['cartpole-v0', 'cifar-10', 'classification', 'deep-reinforcement-learning', 'machine-learning', 'mnist-classification', 'neural-networks', 'python3', 'pytorch', 'space-invaders', 'stl10', 'supervised-learning', 'unsupervised-learning']",2018-05-10T01:09:47Z
ChenRocks__fast_abs_rl,master,188,621,"['abstractive-summarization', 'deep-learning', 'natural-language-processing', 'pytorch', 'reinforcement-learning']",2018-05-27T16:29:54Z
MIC-DKFZ__trixi,develop,19,220,"['deep-learning', 'deep-neural-networks', 'deep-reinforcement-learning', 'deeplearning', 'example', 'experiment', 'experiment-infrastructure', 'logging', 'machine-learning', 'python-3', 'python3', 'pytorch', 'pytorch-cnn', 'pytorch-visualization', 'segmentation', 'trixi', 'u-net', 'visdom', 'visdom-logger', 'visualization']",2018-05-25T07:59:59Z
shagunsodhani__memory-augmented-self-play,master,6,50,"['memory', 'neural-network', 'reinforcement-learning']",2018-05-29T03:13:35Z
voiler__unreal,master,4,21,"['pytorch', 'pytorch-rl', 'reinforcement-learning', 'unreal']",2018-05-30T12:41:27Z
AyushExel__DeepTorch,master,4,9,"['deep-learning', 'machine-learning', 'machine-learning-algorithms', 'machine-learning-library', 'neural-network', 'python', 'pytorch', 'pytorch-implmention', 'pytorch-tutorial', 'reinforcement-learning', 'tutorial']",2018-05-30T02:03:09Z
hagerrady13__DQN-PyTorch,master,5,7,"['deep-learning', 'pytorch', 'reinforcement-learning-algorithms']",2018-06-01T01:32:56Z
Kytabyte__rl-playground,master,1,3,"['machine-learning', 'markov-decision-processes', 'policy-gradient', 'policy-iteration', 'pytorch', 'q-learning', 'reinforcement-learning', 'rl-algorithm', 'rl-playground', 'value-iteration']",2018-06-05T03:02:05Z
sweetice__Deep-reinforcement-learning-with-pytorch,master,800,3437,"['a2c', 'a3c', 'actor-critic', 'actor-critic-algorithm', 'algorithm', 'alphago', 'deep-learning', 'deep-reinforcement-learning', 'dqn', 'policy-gradient', 'ppo', 'pytorch', 'reinforce', 'resnet', 'sac', 'sarsa', 'td3', 'trpo']",2018-06-09T01:43:02Z
dylandjian__retro-contest-sonic,master,7,76,"['deep-learning', 'python3', 'pytorch', 'reinforcement-learning', 'sonic', 'world-models']",2018-06-06T03:23:25Z
RubenBranco__SokobanAlphaGo,master,3,8,"['alphago-zero', 'monte-carlo-tree-search', 'pytorch', 'reinforcement-learning', 'sokoban', 'sokoban-game', 'sokoban-solver']",2018-06-10T18:23:11Z
ctallec__world-models,master,126,524,"['model-based-rl', 'pytorch', 'reinforcement-learning']",2018-06-26T13:11:24Z
jingweiz__pytorch-distributed,master,14,99,"['apex', 'ddpg', 'deep-reinforcement-learning', 'distributed', 'dqn', 'drl']",2018-06-29T16:43:04Z
TianhongDai__self-imitation-learning-pytorch,master,12,64,"['a2c', 'atari-games', 'exploration-exploitation', 'reinforcement-learning-algorithms']",2018-07-03T14:05:18Z
kngwyu__Rainy,main,5,37,"['a2c', 'acktr', 'ddpg', 'deep-reinforcement-learning', 'dqn', 'option-critic', 'ppo', 'pytorch', 'reinforcement-learning', 'sac', 'td3']",2018-06-22T09:48:45Z
davidchiou__DDQN_Mario,master,1,5,"['ddqn', 'deep-learning', 'deep-reinforcement-learning', 'dqn', 'mario-bros']",2018-07-07T04:45:17Z
Jimx-__lwrl,master,1,3,"['a2c', 'ddpg', 'dqn', 'ppo', 'pytorch', 'reinforcement-learning']",2018-06-22T14:29:30Z
neka-nat__player_zoo,master,2,1,"['a3c', 'cem', 'ddpg', 'deep-q-network', 'deep-reinforcement-learning', 'double-dqn', 'dueling-dqn', 'prioritized-replay', 'pytorch', 'reinforcement-learning', 'visdom']",2018-06-24T14:05:19Z
laroccacharly__reinforcement_learning_adventure,master,0,1,"['ddpg', 'pytorch', 'q-learning', 'reinforcement-learning', 'reinforcement-learning-agent', 'reinforcement-learning-algorithms']",2018-07-04T16:22:30Z
vadimadr__reinforcement_learning,master,0,0,"['pytorch', 'reinforcement-learning']",2018-07-04T19:02:45Z
jbecke__Open-AI-Gym-ABCs,master,0,0,"['actor-critic', 'pytorch', 'pytorch-tutorial', 'reinforce', 'reinforcement-learning']",2018-07-04T17:52:48Z
