moduleProjectID,modulePath,moduleName,startLine,endLine 
9298,/HeyyyyyyG__CFIE/NER/CFIE-631c43d4a3090a2f4c2fed6b81d535f42949c379/neuronlp2/models/sequence_labeling.py,BiRecurrentConvCRF,179,211
9298,/HeyyyyyyG__CFIE/NER/CFIE-631c43d4a3090a2f4c2fed6b81d535f42949c379/neuronlp2/models/sequence_labeling.py,BiVarRecurrentConvCRF,214,245
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/model.py,HeadSwitch,35,50
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/hyptorch/nn.py,ToPoincare,116,168
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/hyptorch/nn.py,FromPoincare,171,207
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/hyptorch/nn.py,ConcatPoincareLayer,82,99
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/hyptorch/nn.py,HyperbolicDistanceLayer,102,113
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/hyptorch/nn.py,HyperbolicMLR,10,43
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/hyptorch/nn.py,HypLinear,46,79
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/losses.py,ContrastiveLoss,90,98
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/losses.py,TripletLoss,100,110
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/losses.py,Proxy_NCA,62,72
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/losses.py,MultiSimilarityLoss,74,88
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/losses.py,Proxy_Anchor,26,58
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/losses.py,NPairLoss,112,120
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/net/resnet.py,Resnet101,196,254
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/net/resnet.py,Resnet34,75,134
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/net/resnet.py,Resnet50,136,194
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/net/resnet.py,Resnet18,14,73
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/net/googlenet.py,InceptionAux,144,161
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/net/googlenet.py,BasicConv2d,164,174
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/net/googlenet.py,GoogLeNet,23,109
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/net/googlenet.py,Inception,112,141
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/net/googlenet.py,googlenet,177,256
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/net/bn_inception.py,BNInception,45,530
12142,/htdt__hyp_metric/maste/hyp_metric-c89de0490691bacbd7332171c5455651fe49f25e/proxy_anchor/net/bn_inception.py,bn_inception,17,43
13587,/christiaanjacobs__globalphone_awe_pytorch/maste/globalphone_awe_pytorch-bf6db7fe8e34255e1d8f06539f481138a3052c9d/embeddings/models.py,cae_rnn,170,208
13587,/christiaanjacobs__globalphone_awe_pytorch/maste/globalphone_awe_pytorch-bf6db7fe8e34255e1d8f06539f481138a3052c9d/embeddings/models.py,siamese_rnn,211,218
13587,/christiaanjacobs__globalphone_awe_pytorch/maste/globalphone_awe_pytorch-bf6db7fe8e34255e1d8f06539f481138a3052c9d/embeddings/models.py,contrastive_rnn,220,227
13587,/christiaanjacobs__globalphone_awe_pytorch/maste/globalphone_awe_pytorch-bf6db7fe8e34255e1d8f06539f481138a3052c9d/embeddings/models.py,encoder_rnn,17,79
13587,/christiaanjacobs__globalphone_awe_pytorch/maste/globalphone_awe_pytorch-bf6db7fe8e34255e1d8f06539f481138a3052c9d/embeddings/models.py,decoder_rnn,82,135
13587,/christiaanjacobs__globalphone_awe_pytorch/maste/globalphone_awe_pytorch-bf6db7fe8e34255e1d8f06539f481138a3052c9d/embeddings/models.py,ae_rnn,138,167
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/utils/ensemble.py,Ensemble,6,21
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/fornet.py,NfNet3Gen,101,120
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/fornet.py,ViTGen,68,88
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/fornet.py,TimmV2Gen,35,55
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/fornet.py,FeatureExtractor,17,27
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/fornet.py,SiameseTuning,209,239
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/fornet.py,InceptionResNetV2,187,201
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/fornet.py,Xception,165,179
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/fornet.py,DenseNetGen,133,152
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/blazeface/blazeface.py,BlazeBlock,9,44
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/blazeface/blazeface.py,BlazeFace,47,368
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/externals/inceptionresnetv2.py,Block35,87,118
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/externals/inceptionresnetv2.py,Mixed_5b,55,84
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/externals/inceptionresnetv2.py,BasicConv2d,35,52
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/externals/inceptionresnetv2.py,Block8,204,232
13923,/chinmaynehate__DFSpot-Deepfake-Recognition/maste/DFSpot-Deepfake-Recognition-b19bdf4348517681e495d0ef2d33afe2cf175281/src/architectures/externals/inceptionresnetv2.py,Mixed_7a,172,201
